date,platform,item_id,sku_id,product_name,brand_name,brand_raw,seller_name,seller_id,category,subcategory,platform_category_ids,retail_price,promo_price,discount_pct,currency,units_sold,units_sold_raw,rating,review_count,in_stock,is_sponsored,location,url,query_bucket,collected_at
2026-09-03,lazada,4249155586,16812957355,Blackmores Probiotics+ Daily Health Gut Health Vitamin 30-90 Capsules,Blackmores,BLACKMORES,โปรวิตามิน,100251081686,Supplements,All Probiotic (search),3838|4079|5880,990.0,620.0,37.4,THB,66,66 ชิ้น,5.0,8,yes,no,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i4249155586.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,5934490809,25518232203,Ba Mu | โปรไบโอติกสําหรับสุนัขและแมว ลดปัญหาท้องเสีย-อาเจียน ปรับสมดุลแบคทีเรียดีในร่างกาย,BAMU,BAMU,BAMU pet supplies,101309280142,Supplements,All Probiotic (search),6277|10100888|62114802|62114803,387.41,128.04,66.9,THB,49,49 ชิ้น,4.78,109,yes,no,,https://www.lazada.co.th/products/pdp-i5934490809.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,6068039305,26369226250,Life Space LSP080 Probiotic LL Plus Dietary Supplement Product 60 Capsules ผลิตภัณฑ์เสริมอาหารโพรไบโอติกส์ สําหรับผู้หญิง,Konvy,Konvy,Konvy,1000147187,Supplements,All Probiotic (search),10100869|4087|8977|8981,1890.0,1469.0,22.3,THB,47,47 ชิ้น,5.0,11,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i6068039305.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,5049819862,127162836684,Fit Probiotic Shot ฟิต โพรไบโอติก ช็อค [สินค้ามีให้เลือก 2 ขนาด] โพไบโอติกส์ โปรโบโอติก,FIT,FIT,Noracosmetic,1000385347,Supplements,All Probiotic (search),10100869|4087|8977|8982,990.0,759.0,23.3,THB,21,21 ชิ้น,5.0,5,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i5049819862.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,4106210443,16061610825,Cheewa Bio-Go Probiotic ชีวา ไบโอ-โก โพรไบโอติก,Cheewa,Cheewa,Cheewa Dietary Supplement,100187322077,Supplements,All Probiotic (search),10100869|4087|8977|8982,149.0,119.0,20.1,THB,15,15 ชิ้น,5.0,3,yes,no,พระนครศรีอยุธยา,https://www.lazada.co.th/products/pdp-i4106210443.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,5733917522,24442281506,Feruna Probio+ Produra ฟีรูน่าโปรไบโอพลัส โพรไบโอติกและพรีไบโอติก ปรับสมดุลลําไส้เพิ่มจุลินทรีย์ตัวดี ขับถ่ายง่าย ลําไส้เลิกขี้เกียจ : 4 กระปุก,Activa แอคทิว่า,Activa แอคทิว่า,ACTIVA HEALTHCARE,1000278241,Supplements,All Probiotic (search),10100869|4087|8977|8982,3200.0,1580.0,50.6,THB,14,14 ชิ้น,5.0,8,yes,no,พิษณุโลก,https://www.lazada.co.th/products/pdp-i5733917522.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,5748914437,24495856238,Omilay Probiotic พรีไบโอติก โปรไบโอติก Probiotics for Women and Men โพไบโอติก ปรับสมดุลลําไส้ 60 Gummies,Senheng,Senheng,Senheng,101067344517,Supplements,All Probiotic (search),10100869|4087|8977|8982,4909.0,776.88,84.2,THB,12,12 ชิ้น,5.0,7,yes,no,ขอนแก่น,https://www.lazada.co.th/products/pdp-i5748914437.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,5652668003,24094697361,Probiotic 14 Sticks โพรไบโอติก,Unbranded,No Brand,Beautyclear,100700176291,Supplements,All Probiotic (search),10100869|4087|8977|8982,950.0,950.0,0.0,THB,10,10 ชิ้น,5.0,5,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5652668003.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16169609506,127207345902,Maxxflow Probiotics Jelly (แม็กซ์โฟลว์ โปรไบโอติกส์ เยลลี่ BC30 ) Maxxlife 7 ซอง,MaxxLife,MaxxLife,MaxxLife,100519104050,Supplements,All Probiotic (search),10100869|4087|8977|8982,3540.0,2190.0,38.1,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16169609506.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,5912950754,25304745810,🫧โพรไบโอติกส์ 🫧 IL YANG Premium Lacto Gold Probiotics [30 ซอง],Unbranded,No Brand,เอสเม่53,101259968751,Supplements,All Probiotic (search),10100869|4087|8977|8982,520.0,199.0,61.7,THB,,,5.0,1,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5912950754.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16156882304,127163534237,[1 ขวด] โปรไบโอติก พลัส เอ็กซ์เซร่า Probiotic plus Axera โปรไบโอติก อินูลิน Inulin FOS GOS โพรไบโอติก โปรไบโอติกส์ โพรไบโอติกส์ พรีไบโอติก Prebiotic โปรไบโอติกพลัส,Unbranded,No Brand,Axera,100017673,Supplements,All Probiotic (search),10100869|4087|8977|8982,360.0,139.0,61.4,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16156882304.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16156844665,127150305466,อารยา โพรไบโอติก ไฮยา บาลานซ์ Araya Probiotic Aya Balance ผลิตภัณฑ์เสริมอาหาร ตรา อารยา 1 ห่อ มี 15 ซอง,Unbranded,No Brand,nicknack shop,100181700223,Supplements,All Probiotic (search),10100869|4087|8977|8982,290.0,160.0,44.8,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16156844665.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16212898830,127387468507,"1แถม1สุดคุ้มOMOROGS Probiotics 120 Billion CFUs 18 สายพันธุ์พร้อม 3 พรีไบโอติกออร์แกนิกและวิตามินซีไม่สะสมของเสียอาหารเสริมโภชนาการสําหรับผู้หญิง, ผู้ชายและเด็ก,เผาผลาญย่อยง่าย",Unbranded,No Brand,POJPRO,100195605048,Supplements,All Probiotic (search),10100869|4087|8977|8982,1150.0,350.0,69.6,THB,,,,0,yes,no,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i16212898830.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16184895850,127270265416,Maxxlife flow Probiotics Jelly ปรับสมดุลลําไส้ กระตุ้นระบบขับถ่าย (1กล่อง),Maxxflow,Maxxflow,Trendy health,1000269883,Supplements,All Probiotic (search),10100869|4087|8977|8982,360.0,360.0,0.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16184895850.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16222056220,127412569399,"โพรไบโอติกส์ Bloat + Metabolism Probiotic, 60 Delayed Release Vegan Caps Piping Rock",PipingRock,PipingRock,Everglow23,101389808258,Supplements,All Probiotic (search),10100869|4087|8977|8982,999.0,499.0,50.1,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16222056220.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16222619703,127433058115,โปรไบโอติกเสริมสุขภาพลําไส้สําหรับผู้หญิง/อาหารเสริมพรีไบโอติกช่วยปรับสมดุลลําไส้/ดูแลสุขภาพระบบขับถ่าย/เหมาะสําหรับผู้หญิงดูแลหุ่น,Unbranded,No Brand,5dh33Wxi,101517536093,Supplements,All Probiotic (search),10100869|4087|8977|8982,227.58,91.03,60.0,THB,,,,0,yes,no,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i16222619703.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16191264784,127294277365,BYO CORE Healthy Raw Probiotics 10 Billion CFU โปรไบโอติกรุ่นอัพเกรด จุลินทรีย์ 1 หมื่นล้าน CFU,CJ,CJ,SUSIE&AME,100299387049,Supplements,All Probiotic (search),10100869|4087|8977|8982,599.0,499.0,16.7,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16191264784.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,6035442030,26153623596,ผลิตภัณฑ์เสริมอาหารโปรไบโอติก 60 พันล้าน CFU – โปรไบโอติกสําหรับผู้หญิง ผู้ชาย และผู้ใหญ่ ช่วยบํารุงสุขภาพลําไส้และเสริมสร้างภูมิคุ้มกัน,Daitea,Daitea,JCGmwfCR,101396480158,Supplements,All Probiotic (search),10100869|4087|8977|8982,327.92,163.96,50.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i6035442030.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,5903642247,25243595310,"""ดีลแรง (SET 3) ผลิตภัณฑ์เสริมอาหาร SYNPROTOX 3 กล่อง โพรไบโอติก พรีไบติก ไฟเบอร์ ลดท้องผูก ถ่ายคล่อง""",Unbranded,No Brand,HealthZeus,100990224288,Supplements,All Probiotic (search),10100869|4087|8977|8982,1390.0,1390.0,0.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5903642247.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16186241164,127276457319,ไลฟ์สเปซ โปรไบโอติกสเปกตรัมกว้าง Life-Space Broad Spectrum Probiotic 60 แคปซูล 15 พันล้าน CFU บํารุงลําไส้,Unbranded,No Brand,HerbalVitality,100811520591,Supplements,All Probiotic (search),10100869|4087|8977|8982,789.26,789.26,0.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16186241164.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16146138518,127121401346,Pure Med Lotne X3 Plus 3-Biotic System เพียวเมด ล็อตเน่ เอ๊กซ์ทรี พลัส [7 ซอง] พรีไบโอติก โปรไบโอติก โพสต์ไบโอติก รสฮันนี่เลม่อน,Pure Med,Pure Med,Bestpricepricevitamin,1599,Supplements,All Probiotic (search),10100869|4087|8977|8982,725.0,327.0,54.9,THB,,,,0,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16146138518.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16191996589,127296945363,Allwise PROBIOTICS 50B CFU 120แคปซูล พรีไบโอติกอินทรีย์ 35สายพันธุ์ ไร้กลูเตน-นม-ถั่วเหลือง เสริมลําไส้ ภูมิคุ้มกัน ขับถ่าย ลดท้องอืด,Unbranded,No Brand,LUKAREE Local Store,101037888121,Supplements,All Probiotic (search),10100869|4087|8977|8982,499.0,320.25,35.8,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16191996589.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,5749988425,24500460464,Probiotics 100 พันล้าน CFU พร้อม Prebiotic Blend 150 มก. และ digestive Enzyme Blend 200 มก. เพื่อสุขภาพ​ลําไส้​และระบบย่อยอาหาร​ Boost​s​ Immune​ Health,Unbranded,No Brand,Xtreme Supermarket🛒,100184452,Supplements,All Probiotic (search),10100869|4087|8977|8982,360.0,360.0,0.0,THB,,,,0,yes,no,นนทบุรี,https://www.lazada.co.th/products/pdp-i5749988425.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,16226150638,127431771669,PROBIOTIC บลูมไบโอม โพรไบโอติก (ผลิตภัณฑ์เสริมอาหาร) - Well Mate,Unbranded,No Brand,เวลเมท,101534560612,Supplements,All Probiotic (search),10100869|4087|8977|8982,299.0,199.0,33.4,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16226150638.html,catalog|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,4977798135,21485418256,Labfiber Prebiotics - แลบไฟเบอร์พรีไบโอติก ลากขี้เกาะไส้,LABLIBRARY,LABLIBRARY,lablibraryofficial,100438912112,Supplements,Detoxification,10100869|4087|8977|8989,650.0,459.0,29.4,THB,12400,12.4K ชิ้น,4.96,4409,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i4977798135.html,shop-liver-detox|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,4220108285,16979020285,Life Space Shape B420 Probiotic 60 Caps ไลฟ์สเปซ โพรไบโอติกส์ จํานวน 60 แคปซูล,Life-Space,Life-Space,Life Space Authorized Store,100241019432,Supplements,Detoxification,10100869|4087|8977|8989,1890.0,1690.0,10.6,THB,9500,9.5K ชิ้น,4.98,3133,yes,no,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i4220108285.html,"shop-liver-detox|probiotic,catalog|probiotic",2026-09-03T12:28:28
2026-09-03,lazada,4082097187,15929926073,[ซื้อ 1 แถม 1] Probiotic โปรไบโอติก 10 สายพันธุ์ 750 ล้าน CFU plus พรีไบโอติก Prebiotic ไบโอแคป Biocap โพรไบโอติก โพรไบโอติกส์ โปรไบโอติกส์ Probiotics,Biocap,Biocap,Biocap,100210017727,Supplements,Detoxification,10100869|4087|8977|8989,680.0,359.0,47.2,THB,6000,6.0K ชิ้น,4.95,2052,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i4082097187.html,"shop-liver-detox|probiotic,catalog|probiotic",2026-09-03T12:28:28
2026-09-03,lazada,4977581434,20969683449,Labfiber Prebiotics 2 กล่อง - แลบไฟเบอร์พรีไบโอติก ลากขี้เกาะไส้,LABLIBRARY,LABLIBRARY,lablibraryofficial,100438912112,Supplements,Detoxification,10100869|4087|8977|8989,1300.0,910.0,30.0,THB,3600,3.6K ชิ้น,4.97,1596,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i4977581434.html,shop-liver-detox|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,4504980164,18266564829,Blackmores แบลคมอร์ส โพรไบโอติกส์ เดลี่ บาลานซ์ 30แคปซูล,Blackmores,BLACKMORES,Boots,100157517,Supplements,Detoxification,10100869|4087|8977|8989,1297.0,1153.0,11.1,THB,3500,3.5K ชิ้น,4.97,1035,yes,no,ฉะเชิงเทรา,https://www.lazada.co.th/products/pdp-i4504980164.html,"shop-liver-detox|probiotic,catalog|probiotic",2026-09-03T12:28:28
2026-09-03,lazada,5025162690,21244296824,Milk Thistle Liver อาหารเสริม - ทําความสะอาดตับ รองรับสุขภาพไตและม้าม 120 แคปซูล,Daitea,Daitea,Posh Panache,100611232321,Supplements,Detoxification,10100869|4087|8977|8989,325.49,143.98,55.8,THB,2000,2.0K ชิ้น,4.96,807,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5025162690.html,shop-liver-detox|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,1783382167,12892608256,VERENA - Kalis Probiotic (10 Sachets) ผลิตภัณฑ์เสริมอาหารแบบผง,Verena,Verena,EVEANDBOY,100178883447,Supplements,Detoxification,10100869|4087|8977|8989,650.0,185.0,71.5,THB,1700,1.7K ชิ้น,4.97,164,yes,no,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i1783382167.html,shop-liver-detox|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,2121354229,7116584359,Lacto-Fit เกาหลี Probiotic GOLD (1 กล่อง 10 ซอง) แลคโตะ ฟิต อาหารเสริมเพื่อสุขภาพ ดีท็อกซ์ detox ลําไส้ Lacto fit,Lacto-Fit,Lacto-Fit,Lacto-Fit,100190163751,Supplements,Detoxification,10100869|4087|8977|8989,150.0,120.0,20.0,THB,1500,1.5K ชิ้น,4.95,423,yes,no,ฉะเชิงเทรา,https://www.lazada.co.th/products/pdp-i2121354229.html,shop-liver-detox|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,5027036901,21254581592,อาหารเสริม Milk Thistle สนับสนุนการทํางานของตับให้แข็งแรง ช่วยทําความสะอาด และปกป้องเซลล์ตับ,Daitea,Daitea,Radiant Rapture,100611744315,Supplements,Detoxification,10100869|4087|8977|8989,324.73,143.32,55.9,THB,958,958 ชิ้น,5.0,268,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5027036901.html,shop-liver-detox|probiotic,2026-09-03T12:28:28
2026-09-03,lazada,1097942958,2492726242,ตรีผลา น้ําสมุนไพรจากสวนออร์แกนิกศรีษะเกษ มีคุณประโยชน์จาก มะขาวป้อม สมอพิเภก และ สมอไทย เหมาะสําหรับผู้อยากมีผิวสวย เลือดลม เหมภูมิคุ้มกัน ลดอาการท้องผูก รสชาติเปรี้ยวน้อยกว่า น้ํา Apple Cider เพราะใช้จุรินทรียProbiotic ในการสกัด,ปัจจัยชีวี,ปัจจัยชีวี,Isan-Quartier,4730,Supplements,Detoxification,10100869|4087|8977|8989,699.0,399.0,42.9,THB,846,846 ชิ้น,4.81,201,no,no,นครพนม,https://www.lazada.co.th/products/pdp-i1097942958.html,shop-liver-detox|probiotic,2026-09-03T12:28:28
