date,prev_date,platform,item_id,product_name,brand_name,seller_name,subcategory,prev_retail,retail_price,prev_promo,promo_price,promo_change,promo_change_pct,prev_discount_pct,discount_pct,discount_pct_change,units_sold_delta,status,promo_event,variant_changed,prev_sku_id,sku_id,url
2026-09-18,2026-09-17,lazada,5643837899,MAMA BEAUTY Probiotic Capsules โปรไบโอติก แคปซูล ผสมพรีไบโอติกออร์แกนิก 3ชนิด อาหารเสริมสุขภาพ Vegan Friendly การสนับสนุน สําหรับระบบทางเดินอาหาร 120 แคปซูล,mama Beauty,MAMABEAUTY SHOP,Digestive Care,945.0,945.0,151.2,132.3,-18.9,-12.5,84.0,86.0,2.0,0.0,price_drop,deepened,no,24111420504,24111420504,https://www.lazada.co.th/products/pdp-i5643837899.html
2026-09-18,2026-09-17,lazada,5014864540,GENI DHA 5000 + Probiotics รสส้ม เจลลี่จีนี่ ดีเอชเอ โพรไบโอติค,Geni,เอชคิวซีค,Multivitamins,1290.0,1290.0,790.0,711.0,-79.0,-10.0,38.8,44.9,6.1,0.0,price_drop,deepened,no,21193411993,21193411993,https://www.lazada.co.th/products/pdp-i5014864540.html
2026-09-18,2026-09-17,lazada,5014984103,GENI DHA 5000 + Probiotics รสส้ม 3 กล่อง เจลลี่จีนี่ ดีเอชเอ โพรไบโอติค,Geni,เอชคิวซีค,Multivitamins,3870.0,3870.0,2190.0,1971.0,-219.0,-10.0,43.4,49.1,5.7,,price_drop,deepened,no,21193605619,21193605619,https://www.lazada.co.th/products/pdp-i5014984103.html
2026-09-18,2026-09-17,lazada,5015014168,GENI DHA 5000 + Probiotics รสสตรอเบอรี่ 2 ส้ม 1 เจลลี่จีนี่ ดีเอชเอ โพรไบโอติค,Geni,เอชคิวซีค,Multivitamins,3870.0,3870.0,2190.0,1971.0,-219.0,-10.0,43.4,49.1,5.7,0.0,price_drop,deepened,no,22120726615,22120726615,https://www.lazada.co.th/products/pdp-i5015014168.html
2026-09-18,2026-09-17,lazada,5030342185,เจลลี่จีนี่ ดีเอชเอ โพรไบโอติค GENI DHA 5000 + Probiotics รสส้ม (โปรโมชั่น),Geni,เอชคิวซีค,Multivitamins,1290.0,1290.0,790.0,711.0,-79.0,-10.0,38.8,44.9,6.1,0.0,price_drop,deepened,no,21267529565,21267529565,https://www.lazada.co.th/products/pdp-i5030342185.html
2026-09-18,2026-09-17,lazada,5795179087,(พร้อมส่ง) Estrix เอสทริกซ์ ตัวช่วยดูแลการขับถ่าย และสมดุลลําไส้ 1 กล่อง รวมโปรไบโอติกส์ที่เหมาะสําหรับผู้ที่ต้องการดูแลระบบขับถ่ายเป็นประจํา,Bonback,Olise Store,Digestive Care,119.0,119.0,105.0,95.0,-10.0,-9.5,11.8,20.2,8.4,0.0,price_drop,deepened,no,24669592950,24669592950,https://www.lazada.co.th/products/pdp-i5795179087.html
2026-09-18,2026-09-17,lazada,5896439748,MAMA BEAUTY โปรไบโอติก Probiotic Capsules Probiotics Supplement โปรไบโอติก แคปซูล 300 พันล้านCFU เหมาะสําหรับทั้งชายและหญิง ช่วยให้ระบบย่อยอาหารดีขึ้น 120 แคปซูล,Baigu,Baigu1,Digestive Care,1591.0,1591.0,239.25,223.3,-15.95,-6.7,85.0,86.0,1.0,0.0,price_drop,deepened,no,25218769150,25218769150,https://www.lazada.co.th/products/pdp-i5896439748.html
2026-09-18,2026-09-04,lazada,4600578371,Synbiotic Synpro MS ซินไบโอติกส์ ซินโปร เอ็มเอส ขนาด 7 ซอง โปรพิเศษ ซึ้อ Synbiotics แถมฟรี สาหร่ายเกลียวทอง คู่นี้สุดคุ้ม,Memories,เก้านรี (๙ นรี),Digestive Care,981.0,981.0,650.0,630.0,-20.0,-3.1,33.7,35.8,2.1,1.0,price_drop,deepened,no,18849078205,18849078205,https://www.lazada.co.th/products/pdp-i4600578371.html
2026-09-18,2026-09-17,lazada,3843570669,InterPharma Probac 7 อินเตอร์ฟาร์มา โปรแบค เซเว่น [30 ซอง] โปรไบโอติก 1 กล่อง,Interpharma,Noracosmetic,Well Being Sets,2090.0,2090.0,1756.5,1757.0,0.5,0.0,16.0,15.9,-0.1,0.0,price_rise,none,no,14661338952,14661338952,https://www.lazada.co.th/products/pdp-i3843570669.html
2026-09-18,2026-09-15,lazada,4517258283,InterPharma Probac 10 Plus อินเตอร์ฟาร์ม่า โปรแบค 10 พลัส [30 ซอง],Interpharma,Noracosmetic,Immunity,3989.0,3989.0,3297.5,3298.0,0.5,0.0,17.3,17.3,0.0,0.0,price_rise,none,no,18332062074,18332062074,https://www.lazada.co.th/products/pdp-i4517258283.html
2026-09-18,2026-09-17,lazada,5049658033,Fit Probiotic Shot ฟิต โพรไบโอติก ช็อค [2 กล่อง] โพไบโอติกส์ โปรโบโอติก,FIT,Bestpricevitamin,Digestive Care,2079.0,2079.0,1491.5,1492.0,0.5,0.0,28.3,28.2,-0.1,0.0,price_rise,none,no,21350565640,21350565640,https://www.lazada.co.th/products/pdp-i5049658033.html
2026-09-18,2026-09-17,lazada,16164623117,MSP Miracle Vageen เอ็มเอสพี มิราเคิล วาจีน [30 แคปซูล] โปรไบโอติก Probiotic ดูแล จุดซ่อนเร้น,MSP,Noracosmetic,Women's Health,620.0,620.0,407.5,408.0,0.5,0.1,34.3,34.2,-0.1,,price_rise,none,no,127185059406,127185059406,https://www.lazada.co.th/products/pdp-i16164623117.html
2026-09-18,2026-09-17,lazada,16165376740,MSP Miracle Vageen เอ็มเอสพี มิราเคิล วาจีน [30 แคปซูล] โปรไบโอติก Probiotic ดูแล จุดซ่อนเร้น,MSP,HealthExpress,Women's Health,699.0,699.0,393.5,394.0,0.5,0.1,43.7,43.6,-0.1,,price_rise,none,no,127198670859,127198670859,https://www.lazada.co.th/products/pdp-i16165376740.html
2026-09-18,2026-09-17,lazada,16165408066,MSP Miracle Vageen เอ็มเอสพี มิราเคิล วาจีน [30 แคปซูล] โปรไบโอติก Probiotic ดูแล จุดซ่อนเร้น [THP เดิม],MSP,Bestpricevitamin,Women's Health,620.0,620.0,407.5,408.0,0.5,0.1,34.3,34.2,-0.1,,price_rise,none,no,127185037067,127185037067,https://www.lazada.co.th/products/pdp-i16165408066.html
2026-09-18,2026-09-17,lazada,4294360534,[3 กล่อง] Posh Medica Probiotics พอช เมดิก้า โพรไบโอติก [6 ซอง] ไฟเบอร์ โพรไบโอติค [MC Plus แมค พลัส เดิม],Posh,Bestpricevitamin,All Probiotic (search),693.0,693.0,420.5,421.0,0.5,0.1,39.3,39.2,-0.1,0.0,price_rise,none,no,17068536523,17068536523,https://www.lazada.co.th/products/pdp-i4294360534.html
2026-09-18,2026-09-17,lazada,4369067968,Winona Probio MSMC (สูตร1) 3 กระปุก จุลินทรีย์มีชีวิต โพรไบโอติกส์ สายพันธุ์ไทย,Winona,วิโนน่าเฟมินิน,Digestive Care,4792.0,4797.0,4792.0,4797.0,5.0,0.1,0.0,0.0,0.0,1.0,price_rise,none,no,17418875870,17418875870,https://www.lazada.co.th/products/pdp-i4369067968.html
2026-09-18,2026-09-17,lazada,4509864255,Bomi 16.8 Balance Probiotics / 20.10 Advance Probio+ โบมิ บาลานซ์ โพรไบโอติกส์ / โบมิ แอดวานซ์ โพรไบโอ พลัส [14 ซอง][สินค้ามีให้เลือก 2 สูตร] ไฟเบอร์ ซิงค์ วิตามินซี,Bomi,Bestpricevitamin,Digestive Care,520.0,520.0,370.5,371.0,0.5,0.1,28.8,28.7,-0.1,0.0,price_rise,none,no,18293100517,18293100517,https://www.lazada.co.th/products/pdp-i4509864255.html
2026-09-18,2026-09-17,lazada,5762290395,Bomi Probio SIS โบมิ โพรไบโอ ซิส [14 ซอง] โพรไบโอติกส์ ปรับสมดุลผู้หญิง โพรไบโอติค น้องสาว,Bomi,Bestpricevitamin,Women's Health,620.0,620.0,489.5,490.0,0.5,0.1,21.0,21.0,0.0,0.0,price_rise,none,no,24545239231,24545239231,https://www.lazada.co.th/products/pdp-i5762290395.html
2026-09-18,2026-09-17,lazada,5762296732,Bomi Probio Sis โบมิ โพรไบโอ ซิส [14 ซอง] โพรไบโอติกส์ โพรไบโอติค สําหรับผู้หญิง,Bomi,HealthExpress,Women's Health,590.0,590.0,472.5,473.0,0.5,0.1,19.9,19.8,-0.1,,price_rise,none,no,24545077882,24545077882,https://www.lazada.co.th/products/pdp-i5762296732.html
2026-09-18,2026-09-17,lazada,5917035508,Bomi 20.10 Advance Probio+ โบมิ แอดวานซ์ โพรไบโอ พลัส [14 ซอง] โพรไบโอติกส์ โพรไบโอติก โปรไบโอติก ซอง,Bomi,Bestpricevitamin,Digestive Care,620.0,620.0,408.5,409.0,0.5,0.1,34.1,34.0,-0.1,0.0,price_rise,none,no,25323752522,25323752522,https://www.lazada.co.th/products/pdp-i5917035508.html
2026-09-18,2026-09-17,lazada,5049528295,Fit Probiotic Shot ฟิต โพรไบโอติก ช็อค [สินค้ามีให้เลือก 2 ขนาด] โพไบโอติกส์ โปรโบโอติก,FIT,Bestpricevitamin,Digestive Care,336.0,336.0,296.5,297.0,0.5,0.2,11.8,11.6,-0.2,0.0,price_rise,none,no,24769883974,24769883974,https://www.lazada.co.th/products/pdp-i5049528295.html
2026-09-18,2026-09-17,lazada,5113785724,Fit Probiotic Shot ฟิต โพรไบโอติก ช็อค [สินค้ามีให้เลือก 2 แบบ],FIT,HealthExpress,Well Being Sets,336.0,336.0,296.5,297.0,0.5,0.2,11.8,11.6,-0.2,0.0,price_rise,none,no,24769961802,24769961802,https://www.lazada.co.th/products/pdp-i5113785724.html
2026-09-18,2026-09-17,lazada,5749577475,Fit Q10/Probiotic/Post Biotic/C 500 ฟิต คิวเท็น/โพรไบโอติก/โพสต์ ไบโอติก/ซี 500 [มีสินค้าให้เลือก 4 แบบ] วิตามิน กรอกปาก โคคิวเท็น โพรไบโอติกส์ วิตามินซี,FIT,Bestpricevitamin,Multivitamins,390.0,390.0,296.5,297.0,0.5,0.2,24.0,23.8,-0.2,,price_rise,none,no,24498696200,24498696200,https://www.lazada.co.th/products/pdp-i5749577475.html
2026-09-18,2026-09-17,lazada,5749595484,Fit Q10/Probiotic/Post Biotic/C 500 ฟิต คิวเท็น/โพรไบโอติก/โพสต์ ไบโอติก/ซี 500 [มีสินค้าให้เลือก 4 แบบ] วิตามิน กรอกปาก โคคิวเท็น โพรไบโอติกส์ วิตามินซี,FIT,Noracosmetic,Multivitamins,390.0,390.0,304.5,305.0,0.5,0.2,21.9,21.8,-0.1,,price_rise,none,no,24498597930,24498597930,https://www.lazada.co.th/products/pdp-i5749595484.html
2026-09-18,2026-09-17,lazada,5749655372,Fit Co Q10/Probiotic/Vitamin C 500 ฟิต โคคิวเท็น/โพรไบโอติก/วิตามินซี 500 [มีให้เลือก 4 สูตร] วิตามินแบบกรอกปาก,FIT,HealthExpress,Multivitamins,390.0,390.0,296.5,297.0,0.5,0.2,24.0,23.8,-0.2,,price_rise,none,no,24498767297,24498767297,https://www.lazada.co.th/products/pdp-i5749655372.html
2026-09-18,2026-09-17,lazada,4337402418,Winona Probio MSMC สูตร1 (30 แคปซูล) จุลินทรีย์มีชีวิต โพรไบโอติกส์ สายพันธุ์ไทย,WINONA INTERNATIONAL,วิโนน่าเฟมินิน,Digestive Care,1594.0,1599.0,1594.0,1599.0,5.0,0.3,0.0,0.0,0.0,0.0,price_rise,none,no,17282621071,17282621071,https://www.lazada.co.th/products/pdp-i4337402418.html
2026-09-18,2026-09-17,lazada,3838952552,Hepheka อาหารเสริมสําหรับตับ (1 กล่อง 30 เม็ด) + Probiota นวัตกรรมโพรไบโอติกดูแลทางเดินอาหารและลําไส้ (1 กล่อง 30 ซอง),hepheka,Ropheka,Well Being Sets,3700.0,3700.0,2359.0,2370.0,11.0,0.5,36.2,35.9,-0.3,0.0,price_rise,none,no,14640743275,14640743275,https://www.lazada.co.th/products/pdp-i3838952552.html
2026-09-18,2026-09-17,lazada,3130630083,Life Space Urogen Probiotic for Women 60 Capsules,PINK COCO,Top Mall - HK,Multivitamins,2077.33,2077.33,1524.1,1536.23,12.13,0.8,26.6,26.0,-0.6,0.0,price_rise,shallower,no,11651131152,11651131152,https://www.lazada.co.th/products/pdp-i3130630083.html
2026-09-18,2026-09-17,lazada,16136527630,โปรไบโอติกสําหรับสมดุลลําไส้ประจําวัน | สนับสนุนการย่อยอาหารจากอาหารทั้งตัว,Unbranded,th-fangfang01,Digestive Care,400.0,400.0,145.53,147.0,1.47,1.0,63.6,63.2,-0.4,0.0,price_rise,none,no,127532083375,127532083375,https://www.lazada.co.th/products/pdp-i16136527630.html
2026-09-18,2026-09-17,lazada,16136742938,แคปซูลโปรไบโอติกฟื้นฟู | สนับสนุนลําไส้หลังใช้ยาปฏิชีวนะ,Unbranded,th-fangfang01,Digestive Care,400.0,400.0,145.53,147.0,1.47,1.0,63.6,63.2,-0.4,0.0,price_rise,none,no,127532115263,127532115263,https://www.lazada.co.th/products/pdp-i16136742938.html
2026-09-18,2026-09-17,lazada,16136814576,โปรไบโอติกจังหวะขับถ่ายราบรื่น | สมดุลการย่อยอาหารประจําวัน,Unbranded,th-fangfang01,Digestive Care,400.0,400.0,145.53,147.0,1.47,1.0,63.6,63.2,-0.4,0.0,price_rise,none,no,127547770719,127547770719,https://www.lazada.co.th/products/pdp-i16136814576.html
2026-09-18,2026-09-17,lazada,16136868138,แคปซูลโปรไบโอติกช่วยย่อยอาหารมื้อหลัก | ผสมพรีไบโอติกและเอนไซม์,Unbranded,th-fangfang01,Digestive Care,400.0,400.0,145.53,147.0,1.47,1.0,63.6,63.2,-0.4,0.0,price_rise,none,no,127547854131,127547854131,https://www.lazada.co.th/products/pdp-i16136868138.html
2026-09-18,2026-09-17,lazada,16188761871,Nectapharma Femi Probiotics เนคตาฟาร์มา เฟมิ โพรไบโอติกส์ วิตามินแคร์ซิส,Nectapharma,Nectapharma,Women's Health,1380.0,1380.0,683.0,690.0,7.0,1.0,50.5,50.0,-0.5,2.0,price_rise,none,no,127290101408,127290101408,https://www.lazada.co.th/products/pdp-i16188761871.html
2026-09-18,2026-09-17,lazada,16226755374,Women's Probiotic 34 สายพันธุ์ ดูแลสมดุลจุลินทรีย์ผู้หญิง Feminine Balance พร้อมพรีไบโอติก แคปซูล,Unbranded,th-fangfang01,Women's Health,300.0,300.0,179.19,181.0,1.81,1.0,40.3,39.7,-0.6,0.0,price_rise,shallower,no,127532065415,127532065415,https://www.lazada.co.th/products/pdp-i16226755374.html
2026-09-18,2026-09-17,lazada,16227432609,โปรไบโอติก Immune Support 34 สายพันธุ์ 100 Billion CFU ดูแลภูมิคุ้มกันลําไส้ พร้อมพรีไบโอติก แคปซูล,Unbranded,th-fangfang01,Immunity,300.0,300.0,179.19,181.0,1.81,1.0,40.3,39.7,-0.6,0.0,price_rise,shallower,no,127547794585,127547794585,https://www.lazada.co.th/products/pdp-i16227432609.html
2026-09-18,2026-09-17,lazada,16227442549,โปรไบโอติก ไฟเบอร์ พรีไบโอติก ดูแลระบบย่อยอาหารและการขับถ่าย Regularity พร้อมเอนไซม์ แคปซูล,Unbranded,th-fangfang01,Digestive Care,300.0,300.0,179.19,181.0,1.81,1.0,40.3,39.7,-0.6,0.0,price_rise,shallower,no,127547788725,127547788725,https://www.lazada.co.th/products/pdp-i16227442549.html
2026-09-18,2026-09-17,lazada,16227470370,Gut Brain Axis Probiotic 34 สายพันธุ์ ดูแลสมดุลลําไส้และ Brain Wellness พร้อมพรีไบโอติก แคปซูล,Unbranded,th-fangfang01,Digestive Care,300.0,300.0,179.19,181.0,1.81,1.0,40.3,39.7,-0.6,0.0,price_rise,shallower,no,127532083238,127532083238,https://www.lazada.co.th/products/pdp-i16227470370.html
2026-09-18,2026-09-17,lazada,16151949785,การันตีของแท้100%✨ NATURE DREAM W Probiotics / Lacto 19 Probiotics / Lactoferrin & Lactobacillus (1กล่องมี30ซอง) โพรไบโอติกส์ แลคโตบาซิลลัส,Unbranded,Chidlom24,Well Being Sets,390.0,390.0,163.0,165.0,2.0,1.2,58.2,57.7,-0.5,0.0,price_rise,none,no,127137841468,127137841468,https://www.lazada.co.th/products/pdp-i16151949785.html
2026-09-18,2026-09-17,lazada,4941380404,Yuki โพรไบโอติก ผู้หญิง โดยเฉพาะ 30 แคปซูล Women’s Probiotic,Zenji,Zenji,Women's Health,465.0,465.0,459.0,465.0,6.0,1.3,1.3,0.0,-1.3,0.0,price_rise,ended,no,127494450451,127494450451,https://www.lazada.co.th/products/pdp-i4941380404.html
2026-09-18,2026-09-17,lazada,5747929503,Omilay Apple Cider Vinegar Gummy ประกอบด้วย โพรไบโอติก Keto Friendly การย่อยอาหาร การสนับสนุน เพิ่ม พลังงาน คุมน้ําหนัก ควบคุม ความอยากอาหาร Gummies 60เม็ด,KEBETEME,KEBETEME,Multivitamins,935.0,935.0,163.56,166.43,2.87,1.8,82.5,82.2,-0.3,1.0,price_rise,none,no,24494094875,24494094875,https://www.lazada.co.th/products/pdp-i5747929503.html
2026-09-18,2026-09-17,lazada,5861534115,"MORTIW หมอทิว Triple P พรี+โพร+โพสไบโอติก ซินไบโอติก สมดุลลําไส้ ภูมิคุ้มกัน ขับถ่าย ทริปเปิล พี 1 ห่อ 15 ซอง 3,000 mg.",MORTIW,MORTIW - หมอทิว,Immunity,1240.0,1240.0,569.0,579.0,10.0,1.8,54.1,53.3,-0.8,2.0,price_rise,shallower,no,25473821763,25473821763,https://www.lazada.co.th/products/pdp-i5861534115.html
2026-09-18,2026-09-05,lazada,4239555100,Lifespace Broad Spectrum Probiotic 60เม็ด โพรไบโอติก จุลินทรีย์ 15สายพันธุ์,Life-Space,Kiddy Import,Digestive Care,870.0,890.0,870.0,890.0,20.0,2.3,0.0,0.0,0.0,0.0,price_rise,none,no,16743820627,16743820627,https://www.lazada.co.th/products/pdp-i4239555100.html
2026-09-18,2026-09-17,lazada,16118276141,บีคูเอลอฟ โปรไบโอติกส์ 120 พันล้าน CFU | 120 แคปซูล | 36 สายพันธุ์ + พรีไบโอติกส์ + เอนไซม์ช่วยย่อยอาหาร | เสริมสร้างสุขภาพลําไส้และภูมิคุ้มกัน,Bcuelov,pqkRCbEo,Digestive Care,337.16,337.16,143.29,146.66,3.37,2.4,57.5,56.5,-1.0,1.0,price_rise,shallower,no,127025844485,127025844485,https://www.lazada.co.th/products/pdp-i16118276141.html
2026-09-18,2026-09-15,lazada,5595444850,โพรไบโอติกส์ สําหรับสุนัขและแมว ป้องกันท้องผูก ถ่ายเหลว ระบบย่อยมีปัญหา ลําไส้แปรปรวน ลดกลิ่นอุจจาระ 60 ml.,YEGBONG,บัวขาว เพ็ทช้อป,All Probiotic (search),159.0,159.0,96.2,99.0,2.8,2.9,39.5,37.7,-1.8,3.0,price_rise,shallower,no,23810995200,23810995200,https://www.lazada.co.th/products/pdp-i5595444850.html
2026-09-18,2026-09-17,lazada,16173851007,Lactoday 10 Billion Premium Probiotic 30 Sachets For Women,LactoDay,Musclefoodshop,Women's Health,2000.0,2000.0,1570.0,1620.0,50.0,3.2,21.5,19.0,-2.5,,price_rise,shallower,no,127545609591,127545609591,https://www.lazada.co.th/products/pdp-i16173851007.html
2026-09-18,2026-09-17,lazada,16125737417,เม็ดอมโปรไบโอติก MILDY-V พรอโพลิส 5 พันล้าน CFU บํารุงสมดุลจุลินทรีย์ช่องคลอด,PAA,นอกกะลา เวลเนส โดย ดร.พี่ปอ,Women's Health,202.0,202.0,195.51,202.0,6.49,3.3,3.2,0.0,-3.2,0.0,price_rise,ended,no,127065522152,127065522152,https://www.lazada.co.th/products/pdp-i16125737417.html
2026-09-18,2026-09-17,lazada,16180147184,( มี 3 สูตรให้เลือก ) ยูนิบาลานซ์ Uni Balance Layleena Probiotic Multi daily blance เลลีน่า โพรไบโอติก มัลติ เดลี่ บาลานซ์ ยูนิบาลานซ์ กลูต้าพลัส ( 1 กล่อง 20 ซอง ),Unbranded,Bell La SHOP,Digestive Care,490.0,490.0,357.15,369.0,11.85,3.3,27.1,24.7,-2.4,0.0,price_rise,shallower,no,127261602355,127261602355,https://www.lazada.co.th/products/pdp-i16180147184.html
2026-09-18,2026-09-17,lazada,16221775549,อาหารเสริมระบบขับถ่าย โพรไบโอติก พรีไบโอติก+โพรไบโอติก 10 Probiotics โพรไบโอติก สําหรับผู้หญิง ปรไบโอติก ปรับสมดุลย์ลําไส้และระบบขับถ่าย,Unbranded,ไทยง่ายช้อป,Digestive Care,389.28,389.28,169.55,175.18,5.63,3.3,56.4,55.0,-1.4,,price_rise,shallower,no,127429962266,127429962266,https://www.lazada.co.th/products/pdp-i16221775549.html
2026-09-18,2026-09-17,lazada,16245260897,NATURE'S BOUNTY Probiotic for Women โพรไบโอติกสําหรับผู้หญิง ซอฟต์เจล สนับสนุนสุขภาพผู้หญิง สมดุลแบคทีเรีย และการดูแลลําไส้,Unbranded,Lucky Vault,Women's Health,400.0,400.0,181.96,188.0,6.04,3.3,54.5,53.0,-1.5,0.0,price_rise,shallower,no,127489855982,127489855982,https://www.lazada.co.th/products/pdp-i16245260897.html
2026-09-18,2026-09-17,lazada,16257030791,NATURE'S BOUNTY Women Probiotics โพรไบโอติกผู้หญิง แบบซอฟต์เจล ช่วยดูแลสมดุลแบคทีเรียที่ดี สุขภาพจุดซ่อนเร้น และระบบทางเดินอาหาร,Unbranded,Boost vitality,Women's Health,500.0,500.0,180.02,186.0,5.98,3.3,64.0,62.8,-1.2,0.0,price_rise,shallower,no,127545636017,127545636017,https://www.lazada.co.th/products/pdp-i16257030791.html
2026-09-18,2026-09-17,lazada,16257143869,Nature's Bounty Women's Probiotics 100 Billion CFU Softgels ช่วยปรับสมดุลจุลินทรีย์ในลําไส้,Unbranded,Uncle Cefuroxime,Women's Health,550.0,550.0,198.41,205.0,6.59,3.3,63.9,62.7,-1.2,0.0,price_rise,shallower,no,127533327070,127533327070,https://www.lazada.co.th/products/pdp-i16257143869.html
2026-09-18,2026-09-17,lazada,5076873786,ปรับสมดุลลําไส้ ปัญหาลําไส้แปรปรวน | 7 โพรไบโอติกส์ นําเข้าจากญี่ปุ่น ปรับสมดุลลําไส้ ลําไส้แปรปรวน | มิตรพลัส |,Mitrplus,MitrPlus​ Offical 32,Digestive Care,1000.0,1000.0,309.72,320.0,10.28,3.3,69.0,68.0,-1.0,0.0,price_rise,shallower,no,21429694940,21429694940,https://www.lazada.co.th/products/pdp-i5076873786.html
2026-09-18,2026-09-17,lazada,5718809525,พร้อมส่ง วิตามินกรอกปาก กรอกปากผอม 4 สูตร WHERY WELL โพรไบโอติกส์กรอกปาก แอลคาเนทีนกรอกปาก แอปเปิ้ลไซเดอร์กรอกปาก,WHEY WWL,WHERY WELL OFFICIALMALL,Multivitamins,1500.0,1500.0,842.07,870.0,27.93,3.3,43.9,42.0,-1.9,0.0,price_rise,shallower,no,24382855716,24382855716,https://www.lazada.co.th/products/pdp-i5718809525.html
2026-09-18,2026-09-17,lazada,5769290196,พรีไบโอติกไฟเบอร์ใยอาหาร ผงเสริมอาหารเพื่อสุขภาพลําไส้ พรีไบโอติกส์ปรับลําไส้สมดุล ไฟเบอร์พรีไบโอติก เส้นใยอาหาร คอลลาเจนเปปไทด์ ผงพรีไบโอติกและโปรไบโอติก,Unbranded,2EQhRdzD,Digestive Care,274.58,274.58,119.59,123.56,3.97,3.3,56.4,55.0,-1.4,0.0,price_rise,shallower,no,24565387579,24565387579,https://www.lazada.co.th/products/pdp-i5769290196.html
2026-09-18,2026-09-17,lazada,5829048233,【ตัวเลือกแรกของชาวล้านคน】พรีไบโอติกส์ปรับลําไส้สมดุล/ผงโปรไบโอติกพรีไบโอติก พรีไบโอติกไฟเบอร์ พรีไบโอติกส์ปรับลําProbiotic fiber Biocap/บรรเทาอาการท้องผูกและท้องเสีย สูตรพืชบริสุทธิ์ 0 สารเติมแต่ง益生元膳食粉,Unbranded,LazaNova3,Digestive Care,216.46,216.46,90.09,93.08,2.99,3.3,58.4,57.0,-1.4,0.0,price_rise,shallower,no,24812564885,24812564885,https://www.lazada.co.th/products/pdp-i5829048233.html
2026-09-18,2026-09-17,lazada,5849648878,โปรไบโอติกแคปซูล 100 พันล้าน Cfu ด้วยโปรไบโอติกและเอนไซม์ทางย่อยสนับสนุนสุขภาพทางย่อยควบคุมความสมดุลของพืชในลําไส้,Unbranded,Minch Local Store,Immunity,500.0,500.0,279.72,289.0,9.28,3.3,44.1,42.2,-1.9,0.0,price_rise,shallower,no,24915809085,24915809085,https://www.lazada.co.th/products/pdp-i5849648878.html
2026-09-18,2026-09-17,lazada,5880664616,รีเวอร์เซ่By รีเวร่า โพรไบโอติก พลัส เอลเดอร์เบอร์รี่2 กล่อง,Unbranded,รีเวร่า,Multivitamins,1700.0,1700.0,1645.0,1700.0,55.0,3.3,3.2,0.0,-3.2,0.0,price_rise,ended,no,25086764271,25086764271,https://www.lazada.co.th/products/pdp-i5880664616.html
2026-09-18,2026-09-17,lazada,5908993975,พรีไบโอติกส์ที่ช่วยปรับสมดุลลําไส้ ไฟเบอร์พรีไบโอติก ใยอาหาร 2 ชนิด ลดอาการท้องอืด 0 สารเติมแต่ง 益生元膳食粉,Unbranded,KQSxRBH1,Digestive Care,274.58,274.58,119.59,123.56,3.97,3.3,56.4,55.0,-1.4,0.0,price_rise,shallower,no,25273692577,25273692577,https://www.lazada.co.th/products/pdp-i5908993975.html
2026-09-18,2026-09-17,lazada,5932268424,[ไฟเบอร์พรีไบโอติก] การดูแลลําไส้ การควบคุมลําไส้ ไฟเบอร์พรีไบโอติกและโปรไบโอติกช่วยปรับสมดุลลําไส้ 益生元膳食粉,Unbranded,ไทยง่ายช้อป,Digestive Care,264.86,264.86,115.36,119.19,3.83,3.3,56.4,55.0,-1.4,0.0,price_rise,shallower,no,25409340166,25409340166,https://www.lazada.co.th/products/pdp-i5932268424.html
2026-09-18,2026-09-17,lazada,5950059206,พรีไบโอติกไฟเบอร์ พรีไบโอติกส์ปรับลําไส้สมดุล บรรเทาอาการท้องอืด เสริมสร้างภูมิคุ้มกัน พรีไบโอติก,Unbranded,rwIJJ6CH,Detoxification,274.58,274.58,119.59,123.56,3.97,3.3,56.4,55.0,-1.4,0.0,price_rise,shallower,no,25527883420,25527883420,https://www.lazada.co.th/products/pdp-i5950059206.html
2026-09-18,2026-09-17,lazada,5952621639,รีเวอร์เซ่ โพรไบโอติก พลัส เอลเดอร์เบอร์รี่ 4กล่อง,Unbranded,รีเวร่า,Multivitamins,3400.0,3400.0,3290.0,3400.0,110.0,3.3,3.2,0.0,-3.2,0.0,price_rise,ended,no,25555072319,25555072319,https://www.lazada.co.th/products/pdp-i5952621639.html
2026-09-18,2026-09-17,lazada,6079270793,ผงพรีไบโอติกและโปรไบโอติก ไฟเบอร์พรีไบโอติก เส้นใยอาหาร คอลลาเจนเปปไทด์ ผงเสริมอาหารเพื่อสุขภาพลําไส้ พรีไบโอติกส์ปรับลําไส้สมดุล พรีไบโอติกไฟเบอร์ใยอาหาร,Unbranded,2EQhRdzD,Digestive Care,274.58,274.58,119.59,123.56,3.97,3.3,56.4,55.0,-1.4,0.0,price_rise,shallower,no,26491359858,26491359858,https://www.lazada.co.th/products/pdp-i6079270793.html
2026-09-18,2026-09-17,lazada,5880565567,รีเวอร์เซ่By รีเวร่า โพรไบโอติก พลัส เอลเดอร์เบอร์รี่1กล่อง,Unbranded,รีเวร่า,Immunity,850.0,850.0,822.0,850.0,28.0,3.4,3.3,0.0,-3.3,3.0,price_rise,ended,no,25086412312,25086412312,https://www.lazada.co.th/products/pdp-i5880565567.html
