date,seller_name,sku_count,median_promo_price,min_promo_price,avg_discount_pct,promo_sku_count,avg_rating,total_reviews,units_sold_total,units_sold_delta,revenue_proxy,share_of_shelf_pct,promo_penetration_pct
2026-08-10,iLiveLife,17,1098.0,420.0,29.2,17,4.9,27,119,0,0.0,1.4,100.0
2026-08-10,Top Mall - HK,13,1536.23,849.09,24.7,13,4.69,80,337,0,0.0,1.1,100.0
2026-08-10,"Vitamin Universe shop(BTL SUPPLEMENT CO.,LTD)",13,1005.0,749.0,0.0,0,5.0,125,578,0,0.0,1.1,0.0
2026-08-10,Best vita,12,1620.0,890.0,27.2,12,5.0,1,0,0,0.0,1.0,100.0
2026-08-10,Bestprice ถูก ดี,11,408.8,140.8,27.8,11,4.98,3969,16670,0,0.0,0.9,100.0
2026-08-10,iBody Thailand,9,1029.0,466.0,26.2,9,4.9,73,386,0,0.0,0.7,100.0
2026-08-10,NUMBER4,8,1194.5,400.0,0.0,0,5.0,19,43,0,0.0,0.7,0.0
2026-08-10,Xtreme Supermarket🛒,8,293.5,250.0,4.3,3,5.0,10,69,0,0.0,0.7,37.5
2026-08-10,GloryBeauty,7,449.0,249.0,6.9,4,4.99,160,387,0,0.0,0.6,57.1
2026-08-10,Life Space Authorized Store,7,1345.16,890.0,30.2,7,4.97,4653,13948,0,0.0,0.6,100.0
2026-08-10,Chang011,7,2019.0,950.0,26.9,7,,0,0,0,0.0,0.6,100.0
2026-08-10,Dr.Jadehealth,7,1690.0,650.0,38.4,7,5.0,101,248,0,0.0,0.6,100.0
2026-08-10,Nantha beauty,6,590.0,390.0,0.0,0,,0,0,0,0.0,0.5,0.0
2026-08-10,Boots,6,360.0,215.0,38.6,6,4.96,213,933,0,0.0,0.5,100.0
2026-08-10,th-fangfang01,6,149.0,89.0,64.7,6,4.94,19,72,0,0.0,0.5,100.0
2026-08-10,GoldenWealth Land♻️,6,314.5,250.0,0.0,0,4.9,19,107,0,0.0,0.5,0.0
2026-08-10,รีเวร่า,6,3394.0,1459.68,15.8,6,5.0,27,101,0,0.0,0.5,100.0
2026-08-10,DR.LAB,5,399.0,399.0,58.2,5,5.0,4,5,0,0.0,0.4,100.0
2026-08-10,Watsons,5,599.0,279.0,27.8,5,4.9,135,510,0,0.0,0.4,100.0
2026-08-10,BEAUTY BOX NOW,5,589.0,304.1,34.0,5,4.96,1015,4395,0,0.0,0.4,100.0
2026-08-10,ManyMores Wellness,5,1395.0,1390.0,0.0,0,4.99,39,101,0,0.0,0.4,0.0
2026-08-10,"Better Life Thailand/BTL SUPLEMENT CO.,LTD",5,1184.5,838.42,0.0,0,5.0,33,159,0,0.0,0.4,0.0
2026-08-10,Healthcraft,5,1390.0,950.0,0.0,0,5.0,26,68,0,0.0,0.4,0.0
2026-08-10,เอชคิวซีค,5,790.0,790.0,40.6,5,5.0,30,68,0,0.0,0.4,100.0
2026-08-10,ACTIVA HEALTHCARE,5,590.0,561.0,36.7,5,4.97,620,1217,0,0.0,0.4,100.0
2026-08-10,Health_Invested,5,1990.0,890.0,21.6,5,5.0,3,5,0,0.0,0.4,100.0
2026-08-10,Money P 95,5,2290.0,1590.0,49.2,5,5.0,1,0,0,0.0,0.4,100.0
2026-08-10,Healthy Prime,4,920.0,325.0,48.9,4,5.0,84,162,0,0.0,0.3,100.0
2026-08-10,CoreVita,4,292.08,167.96,49.6,4,4.99,140,317,0,0.0,0.3,100.0
2026-08-10,ร้านวีไอพีวิตามินธรรมชาติ,4,324.25,181.01,56.9,4,4.97,239,605,0,0.0,0.3,100.0
2026-08-10,WellOrigin,4,260.97,53.9,56.9,4,5.0,1,18,0,0.0,0.3,100.0
2026-08-10,Everglow23,4,427.0,199.0,54.8,4,,0,0,0,0.0,0.3,100.0
2026-08-10,Mulittea Overseas Store,4,422.5,245.12,18.8,4,5.0,30,93,0,0.0,0.3,100.0
2026-08-10,Beautynista Outlet,4,1400.0,580.0,3.5,1,,0,0,0,0.0,0.3,25.0
2026-08-10,MMM1,4,640.0,480.0,0.0,0,5.0,4,14,0,0.0,0.3,0.0
2026-08-10,Happy Freshy,4,329.0,259.0,16.1,3,4.95,30,177,0,0.0,0.3,75.0
2026-08-10,ooy2shop,4,390.0,220.0,0.0,0,,0,0,0,0.0,0.3,0.0
2026-08-10,Prove+_TH,4,2624.0,268.0,17.7,4,5.0,3,35,0,0.0,0.3,100.0
2026-08-10,Lacto-Fit,4,282.5,118.0,23.7,4,4.97,1152,3998,0,0.0,0.3,100.0
2026-08-10,Greater Pharma,4,1097.5,599.0,17.5,4,4.91,144,405,0,0.0,0.3,100.0
2026-08-10,sololife,4,409.0,399.0,32.8,4,5.0,83,348,0,0.0,0.3,100.0
2026-08-10,NutrifyThailand,4,1885.0,990.0,0.0,0,4.96,270,1268,0,0.0,0.3,0.0
2026-08-10,Lux_mart,4,705.0,165.0,0.0,0,4.97,429,3507,0,0.0,0.3,0.0
2026-08-10,Swisse Overseas,4,1244.0,999.0,23.2,4,4.96,693,2501,0,0.0,0.3,100.0
2026-08-10,BioMed & BioPet Shop,4,1332.0,450.0,33.5,4,4.95,98,675,0,0.0,0.3,100.0
2026-08-10,CloverPlus,4,223.5,139.0,51.2,4,4.98,4111,11857,0,0.0,0.3,100.0
2026-08-10,Xemenry ร้านขายวิตามิน,4,346.72,184.17,55.9,4,4.71,3901,10223,0,0.0,0.3,100.0
2026-08-10,TTW-shop09,4,1000.0,390.0,65.4,4,,0,0,0,0.0,0.3,100.0
2026-08-10,Activa Store,4,830.5,445.0,47.8,4,5.0,155,365,0,0.0,0.3,100.0
2026-08-10,Vitamin Import.,4,470.0,420.0,0.0,0,4.75,19,119,0,0.0,0.3,0.0
2026-08-10,Noracosmetic,4,393.3,258.8,21.0,4,5.0,28,86,0,0.0,0.3,100.0
2026-08-10,ร้านโกดังปทุม,4,459.5,430.0,46.9,4,,0,0,0,0.0,0.3,100.0
2026-08-10,Wealthy Healthy.,4,330.0,220.0,0.0,0,5.0,1,0,0,0.0,0.3,0.0
2026-08-10,Yellow_kiki,4,405.5,185.89,12.3,4,5.0,34,164,0,0.0,0.3,100.0
2026-08-10,ลีฟาร์มา,4,1144.0,745.0,5.5,3,5.0,1,0,0,0.0,0.3,75.0
2026-08-10,Somchange_Zaa,4,444.0,309.0,0.0,0,,0,0,0,0.0,0.3,0.0
2026-08-10,OSjGu2LL,4,167.16,165.54,57.4,4,4.49,45,149,0,0.0,0.3,100.0
2026-08-10,Baozhilin,4,274.0,205.0,39.1,4,3.91,57,170,0,0.0,0.3,100.0
2026-08-10,LemonsBrand,4,594.06,446.63,12.7,4,4.94,351,822,0,0.0,0.3,100.0
2026-08-10,CEO Factory Shop,3,641.7,625.0,5.5,2,4.94,2981,6335,0,0.0,0.2,66.7
2026-08-10,Dary Vit Store,3,169.0,83.92,44.0,3,5.0,9,32,0,0.0,0.2,100.0
2026-08-10,TonTuBut888,3,848.0,648.0,0.0,0,5.0,0,0,0,0.0,0.2,0.0
2026-08-10,PharmYaPharmacist,3,348.0,111.0,20.4,1,5.0,20,166,0,0.0,0.2,33.3
2026-08-10,MANA OfficialStore,3,1690.0,1090.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,4CARE,3,210.0,147.0,10.0,1,4.98,268,1222,0,0.0,0.2,33.3
2026-08-10,BEAU Local Store,3,269.0,269.0,51.7,3,4.97,885,1812,0,0.0,0.2,100.0
2026-08-10,สยามเฮลธ์แคร์,3,513.31,512.51,9.9,2,5.0,2,5,0,0.0,0.2,66.7
2026-08-10,Herbal Haven,3,200.29,197.54,59.8,3,4.97,90,216,0,0.0,0.2,100.0
2026-08-10,HealthExpress,3,394.0,242.0,32.0,3,,0,0,0,0.0,0.2,100.0
2026-08-10,Mouth Travel,3,562.04,147.77,32.9,3,,0,0,0,0.0,0.2,100.0
2026-08-10,Bell La SHOP,3,344.38,195.05,30.7,3,5.0,5,21,0,0.0,0.2,100.0
2026-08-10,Vintamy,3,769.0,399.0,32.4,3,,0,0,0,0.0,0.2,100.0
2026-08-10,fff_shop,3,452.65,269.0,4.5,2,4.8,25,69,0,0.0,0.2,66.7
2026-08-10,MNHealtyShop,3,150.0,130.0,0.0,0,5.0,11,100,0,0.0,0.2,0.0
2026-08-10,Sarina Health & Beauty,3,768.0,358.0,21.8,3,4.94,19,61,0,0.0,0.2,100.0
2026-08-10,Biocap,3,359.0,289.0,58.6,3,4.97,2075,6121,0,0.0,0.2,100.0
2026-08-10,วีเวลโปรไบโอติกส์,3,900.0,490.0,71.4,3,5.0,4,5,0,0.0,0.2,100.0
2026-08-10,PLOENCHIT,3,361.3,359.0,42.0,3,4.97,148,544,0,0.0,0.2,100.0
2026-08-10,อินเตอร์ฟาร์มา,3,1600.0,350.0,20.8,3,4.91,1434,4887,0,0.0,0.2,100.0
2026-08-10,NPSP Store,3,119.0,99.0,68.4,3,4.97,1262,4527,0,0.0,0.2,100.0
2026-08-10,โปรไบโอไลฟ์,3,2200.0,800.0,0.0,0,5.0,21,76,0,0.0,0.2,0.0
2026-08-10,Dr.Pong shop,3,449.0,379.0,53.1,3,4.98,8911,25000,0,0.0,0.2,100.0
2026-08-10,DrPongOfficial,3,449.0,379.0,56.3,3,5.0,387,1118,0,0.0,0.2,100.0
2026-08-10,Favor8,3,255.0,249.0,9.6,1,,0,0,0,0.0,0.2,33.3
2026-08-10,lablibraryofficial,3,509.0,425.81,29.1,3,4.98,5237,14392,0,0.0,0.2,100.0
2026-08-10,Yourcosmetic,3,299.0,255.0,0.9,1,5.0,21,65,0,0.0,0.2,33.3
2026-08-10,Americanwife.store,3,1079.0,520.0,30.2,3,5.0,8,35,0,0.0,0.2,100.0
2026-08-10,Vitamin World.,3,490.0,390.0,0.0,0,5.0,35,227,0,0.0,0.2,0.0
2026-08-10,PoPLoLIMate 76,3,1190.0,590.0,46.3,3,,0,0,0,0.0,0.2,100.0
2026-08-10,บจก. ไบโอ ฟาร์มา,3,999.0,399.0,56.2,3,4.98,42,104,0,0.0,0.2,100.0
2026-08-10,195 Supplements,3,280.0,260.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,Dr.Awie x The Na,3,610.0,610.0,55.6,3,5.0,1,0,0,0.0,0.2,100.0
2026-08-10,KARA SKIN Official,3,349.0,349.0,11.9,3,4.98,193,575,0,0.0,0.2,100.0
2026-08-10,KET8 Thailand,3,490.0,437.0,40.9,3,5.0,22,34,0,0.0,0.2,100.0
2026-08-10,ออลนิสต้า,3,1400.0,580.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,BETTER.HEALTH,3,1036.0,624.0,0.0,0,5.0,6,37,0,0.0,0.2,0.0
2026-08-10,Greenness Plus,3,409.0,299.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,PK_Shop2you,3,950.0,890.0,0.0,0,5.0,1,0,0,0.0,0.2,0.0
2026-08-10,Pure Well,3,218.91,193.99,56.8,3,4.97,143,347,0,0.0,0.2,100.0
2026-08-10,Ambee 96,3,1980.0,980.0,48.1,3,4.5,4,22,0,0.0,0.2,100.0
2026-08-10,Pet A Potter,3,428.0,295.0,0.0,0,5.0,4,11,0,0.0,0.2,0.0
2026-08-10,Modern Health,3,1078.0,520.0,34.4,3,5.0,1,0,0,0.0,0.2,100.0
2026-08-10,Nereniq,3,457.31,454.86,4.6,2,4.99,39,93,0,0.0,0.2,66.7
2026-08-10,ESH-th,3,239.25,223.3,85.6,3,5.0,2,0,0,0.0,0.2,100.0
2026-08-10,Peachyou Shop,3,429.0,305.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,ThaiThai Herb,3,490.0,490.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,freshy mall,3,850.0,429.0,0.8,2,,0,0,0,0.0,0.2,66.7
2026-08-10,นักปรุงจุลินทรีย์,3,390.0,390.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,F_Beautyshop,3,252.94,252.94,7.6,3,4.95,34,102,0,0.0,0.2,100.0
2026-08-10,อินไซน์,3,1078.0,579.0,0.0,0,5.0,3,0,0,0.0,0.2,0.0
2026-08-10,108byploy,2,1125.0,1050.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,Healthiest Warehouse,2,1175.0,740.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,MANA NATURE,2,1410.0,620.0,61.6,2,4.99,158,297,0,0.0,0.2,100.0
2026-08-10,Konvy,2,344.5,299.0,20.2,2,5.0,77,279,0,0.0,0.2,100.0
2026-08-10,goodvital_shop,2,707.5,325.0,56.2,2,,0,0,0,0.0,0.2,100.0
2026-08-10,PSLALAE วิตามินสุขภาพและความงาม,2,253.09,181.94,56.7,2,4.96,395,1700,0,0.0,0.2,100.0
2026-08-10,Enjoy-Coffee-shop,2,78.0,77.0,60.8,2,5.0,22,71,0,0.0,0.2,100.0
2026-08-10,TheNaThailand,2,620.0,590.0,43.1,2,4.89,59,268,0,0.0,0.2,100.0
2026-08-10,PerfectMall,2,634.0,399.0,61.4,2,5.0,2,0,0,0.0,0.2,100.0
2026-08-10,JIAMMY LOCAL STORE,2,539.0,359.0,70.0,2,4.98,99,231,0,0.0,0.2,100.0
2026-08-10,@Idaily,2,438.0,386.0,0.5,1,5.0,7,26,0,0.0,0.2,50.0
2026-08-10,โบเด้ สโตร์ ประเทศไทย,2,814.0,695.0,22.5,1,,0,0,0,0.0,0.2,50.0
2026-08-10,HealthyPrice,2,505.0,505.0,14.4,2,,0,0,0,0.0,0.2,100.0
2026-08-10,Brand's Suntory Supplement,2,3582.3,1791.15,5.2,2,5.0,5,25,0,0.0,0.2,100.0
2026-08-10,Vikki shop-TH,2,942.5,920.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,SilverShopping,2,420.0,420.0,38.1,2,,0,6,0,0.0,0.2,100.0
2026-08-10,นอกกะลา เวลเนส โดย ดร.พี่ปอ,2,1074.84,166.82,4.7,2,5.0,10,39,0,0.0,0.2,100.0
2026-08-10,NaKamolPharma,2,492.0,393.0,37.9,2,5.0,4,12,0,0.0,0.2,100.0
2026-08-10,DgLLKxFY,2,216.0,173.0,10.3,1,,0,0,0,0.0,0.2,50.0
2026-08-10,Radiant Radiance,2,128.64,113.09,61.9,2,5.0,13,51,0,0.0,0.2,100.0
2026-08-10,การอนุญาตแบรนด์วิตามิน,2,252.92,181.58,55.8,2,5.0,1,16,0,0.0,0.2,100.0
2026-08-10,Just Buy Store 2,2,485.0,390.0,0.0,0,5.0,3,0,0,0.0,0.2,0.0
2026-08-10,Just Buy Store,2,485.0,390.0,0.0,0,5.0,1,9,0,0.0,0.2,0.0
2026-08-10,BioActive Brand,2,1000.0,690.0,24.4,2,5.0,58,185,0,0.0,0.2,100.0
2026-08-10,International Convenience Stores,2,374.28,330.41,24.1,2,,0,0,0,0.0,0.2,100.0
2026-08-10,BeeKaBestShop,2,359.0,359.0,26.7,2,,0,0,0,0.0,0.2,100.0
2026-08-10,NOW® Foods by Daily Value,2,1049.75,878.75,21.1,2,4.97,87,348,0,0.0,0.2,100.0
2026-08-10,WawaMamaPharma,2,709.0,699.0,12.4,2,4.97,23,50,0,0.0,0.2,100.0
2026-08-10,5dh33Wxi,2,113.97,77.17,60.0,2,,0,0,0,0.0,0.2,100.0
2026-08-10,เวลเมท,2,398.5,199.0,16.7,1,,0,0,0,0.0,0.2,50.0
2026-08-10,Ounyalukdarun,2,1450.0,1150.0,15.6,2,,0,0,0,0.0,0.2,100.0
2026-08-10,Waluni.Shopping,2,220.0,190.0,33.9,1,5.0,5,7,0,0.0,0.2,50.0
2026-08-10,EARTH LAB,2,54.0,9.0,82.4,2,5.0,14,65,0,0.0,0.2,100.0
2026-08-10,BLUEBEARBAR,2,352.0,285.0,0.0,0,5.0,77,459,0,0.0,0.2,0.0
2026-08-10,theusshop,2,640.0,590.0,0.0,0,4.98,232,1242,0,0.0,0.2,0.0
2026-08-10,MizuMi & Bomi,2,792.0,445.0,51.0,2,4.98,3083,9426,0,0.0,0.2,100.0
2026-08-10,WOM thailand,2,399.0,399.0,69.1,2,4.97,528,1659,0,0.0,0.2,100.0
2026-08-10,Beyond Brand,2,439.2,289.73,59.2,2,4.95,5757,20310,0,0.0,0.2,100.0
2026-08-10,MSP HERBAL,2,380.0,370.0,8.1,2,5.0,100,215,0,0.0,0.2,100.0
2026-08-10,Zenji,2,462.0,455.0,4.2,2,4.98,7129,20500,0,0.0,0.2,100.0
2026-08-10,ZenjiShop,2,455.36,445.0,8.3,2,4.65,602,1605,0,0.0,0.2,100.0
2026-08-10,Hello 99,2,820.44,582.47,9.3,2,4.95,630,2048,0,0.0,0.2,100.0
2026-08-10,PK ONLINE STORE,2,250.0,250.0,0.0,0,4.97,304,780,0,0.0,0.2,0.0
2026-08-10,MitrPlus​ Offical 32,2,294.33,294.33,66.9,2,4.92,384,7351,0,0.0,0.2,100.0
2026-08-10,Superbeautymall,2,359.0,329.0,0.0,0,4.97,104,327,0,0.0,0.2,0.0
2026-08-10,Nana Shop Korea,2,375.0,342.0,52.5,2,4.96,15,70,0,0.0,0.2,100.0
2026-08-10,Valor Health,2,1490.0,1490.0,21.6,2,5.0,156,476,0,0.0,0.2,100.0
2026-08-10,Medicalhub,2,702.0,545.0,0.0,0,5.0,1,7,0,0.0,0.2,0.0
2026-08-10,Happy Health Thailand,2,5670.0,1390.0,11.4,1,4.94,36,156,0,0.0,0.2,50.0
2026-08-10,Gifto Store,2,134.0,119.0,45.2,2,4.93,27,75,0,0.0,0.2,100.0
2026-08-10,ThaithonMall,2,2008.63,1262.0,11.4,2,4.98,447,1049,0,0.0,0.2,100.0
2026-08-10,UnnieBaiyoke,2,256.5,189.0,40.0,2,4.98,495,1449,0,0.0,0.2,100.0
2026-08-10,Vitamores Vitamins,2,182.5,160.0,62.4,2,4.94,1587,3745,0,0.0,0.2,100.0
2026-08-10,Beauty9store,2,329.5,290.0,2.7,1,4.97,536,1647,0,0.0,0.2,50.0
2026-08-10,Truvitar Vitamins,2,267.5,162.0,40.9,2,4.98,58,139,0,0.0,0.2,100.0
2026-08-10,Truvitar TH,2,468.5,234.0,45.2,2,4.97,34,95,0,0.0,0.2,100.0
2026-08-10,PonpyBeauty,2,489.5,489.0,0.0,0,4.96,67,241,0,0.0,0.2,0.0
2026-08-10,Bomi_Supplements,2,749.0,499.0,58.0,2,4.97,970,2733,0,0.0,0.2,100.0
2026-08-10,BoNo healthshop,2,790.11,385.39,10.1,2,5.0,185,838,0,0.0,0.2,100.0
2026-08-10,Ropheka,2,1984.0,1369.0,29.8,2,5.0,254,596,0,0.0,0.2,100.0
2026-08-10,YINGMALL,2,695.0,390.0,44.4,2,,0,0,0,0.0,0.2,100.0
2026-08-10,Serendipity Soiree,2,129.16,116.36,61.6,2,4.95,54,152,0,0.0,0.2,100.0
2026-08-10,Kaleido Kinetics,2,151.06,112.42,62.4,2,4.94,513,1306,0,0.0,0.2,100.0
2026-08-10,Stellar Symphony,2,114.73,112.67,65.8,2,4.95,65,241,0,0.0,0.2,100.0
2026-08-10,Radiant Rapture,2,162.22,117.88,62.5,2,4.97,1334,3237,0,0.0,0.2,100.0
2026-08-10,Feruna ฟีรูน่า,2,903.0,590.0,37.8,2,4.96,413,877,0,0.0,0.2,100.0
2026-08-10,แองเจิ้ล บีริช,2,294.5,249.0,39.7,2,4.7,16,170,0,0.0,0.2,100.0
2026-08-10,Lattice 633,2,156.52,128.79,64.5,2,4.96,52,458,0,0.0,0.2,100.0
2026-08-10,"World of vitamins shop/BTL SUPLEMENT CO.,LTD",2,1120.0,990.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,WOWWW LOLI,2,1140.0,790.0,46.5,2,,0,0,0,0.0,0.2,100.0
2026-08-10,healthivita,2,609.5,599.0,26.7,2,4.8,7,49,0,0.0,0.2,100.0
2026-08-10,iGlobal V.2,2,2198.0,2098.0,10.3,2,,0,0,0,0.0,0.2,100.0
2026-08-10,HealthyMax,2,1650.0,1100.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,Fourty Eight,2,850.0,800.0,52.8,2,,0,0,0,0.0,0.2,100.0
2026-08-10,Banksale V2,2,515.59,455.57,0.0,0,5.0,33,125,0,0.0,0.2,0.0
2026-08-10,VISTRA,2,716.5,686.0,13.7,2,4.98,1271,4400,0,0.0,0.2,100.0
2026-08-10,The Health Thailand,2,1529.0,1459.0,21.6,2,5.0,31,115,0,0.0,0.2,100.0
2026-08-10,ISNIH,2,333.04,295.93,79.1,2,5.0,82,166,0,0.0,0.2,100.0
2026-08-10,PHP Pharma,2,894.5,499.0,51.5,2,4.96,93,263,0,0.0,0.2,100.0
2026-08-10,CAkryiJf,2,325.0,200.0,61.9,2,4.83,24,124,0,0.0,0.2,100.0
2026-08-10,Aey89Shop1,2,1270.0,1190.0,0.0,0,4.94,10,29,0,0.0,0.2,0.0
2026-08-10,AmoreWellness,2,749.5,550.0,5.0,2,5.0,5,19,0,0.0,0.2,100.0
2026-08-10,Sara_beauty888@เคียงวัง,2,324.5,299.0,14.5,2,5.0,3,23,0,0.0,0.2,100.0
2026-08-10,Omilay Health,2,242.12,189.0,86.2,2,4.83,23,49,0,0.0,0.2,100.0
2026-08-10,Qiumi Healthy,2,260.32,126.75,87.0,2,4.9,97,186,0,0.0,0.2,100.0
2026-08-10,Ozmolts,2,344.38,213.73,86.6,2,4.94,51,150,0,0.0,0.2,100.0
2026-08-10,SOFTHER HEALTHY CHOICES,2,498.0,456.75,82.8,2,5.0,8,17,0,0.0,0.2,100.0
2026-08-10,MysticMingle Bazaar,2,114.35,112.94,67.4,2,4.99,56,147,0,0.0,0.2,100.0
2026-08-10,Make Sure 82,2,2040.0,1990.0,49.2,2,,0,0,0,0.0,0.2,100.0
2026-08-10,Teddy supplier,2,245.19,233.63,58.8,2,4.94,191,744,0,0.0,0.2,100.0
2026-08-10,แฮปปี้ไพรซ์ช้อป,2,520.0,450.0,17.4,1,5.0,3,20,0,0.0,0.2,50.0
2026-08-10,Opulent Odyssey33,2,163.25,131.74,62.4,2,5.0,6,26,0,0.0,0.2,100.0
2026-08-10,MY GREEN SHOP,2,517.85,486.18,0.0,0,4.71,14,62,0,0.0,0.2,0.0
2026-08-10,Wellness Local Store2,2,179.66,175.46,70.0,2,4.99,326,800,0,0.0,0.2,100.0
2026-08-10,modgut.th,2,1650.0,1650.0,13.2,2,5.0,28,145,0,0.0,0.2,100.0
2026-08-10,cQE5cOOq,2,173.35,165.69,56.5,2,5.0,19,100,0,0.0,0.2,100.0
2026-08-10,ร้านยาฟาเม็กซ์,2,465.0,140.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,Princess Hub,2,1500.0,1000.0,33.1,1,,0,0,0,0.0,0.2,50.0
2026-08-10,LMwOrlDh,2,325.0,200.0,71.2,2,5.0,6,52,0,0.0,0.2,100.0
2026-08-10,BlossomSkincare,2,1285.0,780.0,0.0,0,5.0,1,0,0,0.0,0.2,0.0
2026-08-10,Orange-Vitamin,2,510.13,478.94,0.0,0,5.0,8,20,0,0.0,0.2,0.0
2026-08-10,VITANOMY,2,1103.0,849.0,5.3,2,,0,0,0,0.0,0.2,100.0
2026-08-10,worldmillion,2,417.0,399.0,58.3,2,,0,0,0,0.0,0.2,100.0
2026-08-10,NOLA Superfoods,2,874.5,750.0,24.5,2,4.88,13,85,0,0.0,0.2,100.0
2026-08-10,UNC Health Care,2,1180.0,590.0,50.8,2,5.0,1,0,0,0.0,0.2,100.0
2026-08-10,CARING1,2,1419.0,1288.0,4.4,1,,0,0,0,0.0,0.2,50.0
2026-08-10,9XywrD15,2,174.0,173.0,20.6,2,,0,0,0,0.0,0.2,100.0
2026-08-10,xingguangij41,2,173.0,173.0,21.0,2,,0,0,0,0.0,0.2,100.0
2026-08-10,iJtzUpgG,2,206.0,173.0,19.1,2,,0,0,0,0.0,0.2,100.0
2026-08-10,shoucaoy15,2,196.0,173.0,10.5,1,,0,0,0,0.0,0.2,50.0
2026-08-10,cangzjw,2,174.0,173.0,19.1,2,,0,0,0,0.0,0.2,100.0
2026-08-10,MINCH Store,2,263.43,241.0,47.3,2,5.0,13,40,0,0.0,0.2,100.0
2026-08-10,Pethealer,2,149.0,119.0,40.2,2,4.96,663,1921,0,0.0,0.2,100.0
2026-08-10,HXhuNza5,2,226.5,225.0,0.0,0,,0,7,0,0.0,0.2,0.0
2026-08-10,kTJEWG2L,2,183.0,168.0,59.1,2,4.69,13,68,0,0.0,0.2,100.0
2026-08-10,WINK WHITE CEO,2,250.0,250.0,50.0,2,5.0,55,150,0,0.0,0.2,100.0
2026-08-10,My Herbs,2,490.0,490.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-10,Careyourstore,2,817.4,695.0,32.2,2,4.97,25,76,0,0.0,0.2,100.0
2026-08-10,MediHubz,2,181.0,157.0,0.0,0,5.0,9,97,0,0.0,0.2,0.0
2026-08-10,Star Herb Pharma,2,570.0,550.0,27.9,2,5.0,0,5,0,0.0,0.2,100.0
2026-08-10,สุพรรณ เฮง เฮง เฮง,2,240.32,238.92,6.7,2,4.97,93,233,0,0.0,0.2,100.0
2026-08-10,ตามติดชีวิตแอร์ฯ(ลูกบัว),2,695.0,490.0,0.0,0,5.0,4,0,0,0.0,0.2,0.0
2026-08-10,Green World Store,2,1165.0,1165.0,29.4,2,,0,0,0,0.0,0.2,100.0
2026-08-10,Isan-Quartier,1,399.0,399.0,42.9,1,4.81,201,846,0,0.0,0.1,100.0
2026-08-10,MeridLifeOfficial,1,699.0,699.0,41.7,1,5.0,37,150,0,0.0,0.1,100.0
2026-08-10,ardermis & Uderma,1,450.0,450.0,43.0,1,5.0,1,0,0,0.0,0.1,100.0
2026-08-10,Pharmacare_Store,1,944.85,944.85,10.4,1,,0,6,0,0.0,0.1,100.0
2026-08-10,Presiva Store,1,1300.0,1300.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-10,PRNN Store,1,408.31,408.31,16.7,1,5.0,5,17,0,0.0,0.1,100.0
2026-08-10,Thanawat-Siriraj Shop,1,374.98,374.98,6.0,1,5.0,6,22,0,0.0,0.1,100.0
2026-08-10,Haalthy_Select,1,799.0,799.0,32.9,1,5.0,3,7,0,0.0,0.1,100.0
2026-08-10,BellaHealthy,1,359.0,359.0,20.2,1,,0,0,0,0.0,0.1,100.0
2026-08-10,บริษัท ฝนดอกไม้ 168 จํากัด,1,8.0,8.0,73.3,1,,0,11,0,0.0,0.1,100.0
2026-08-10,Coffee-shop8888,1,77.0,77.0,61.3,1,4.99,75,216,0,0.0,0.1,100.0
2026-08-10,INZENT,1,215.1,215.1,64.0,1,4.89,62,176,0,0.0,0.1,100.0
2026-08-10,HJzsEKUi,1,81.69,81.69,57.8,1,5.0,5,19,0,0.0,0.1,100.0
2026-08-10,PerfectLife Store,1,869.0,869.0,67.5,1,,0,0,0,0.0,0.1,100.0
2026-08-10,MadamVitamin85,1,750.0,750.0,15.7,1,,0,0,0,0.0,0.1,100.0
2026-08-10,Bangkok Health Shop,1,869.0,869.0,67.5,1,,0,0,0,0.0,0.1,100.0
2026-08-10,แพนบิวตี้แคร์,1,350.0,350.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-10,the natt,1,455.0,455.0,8.8,1,,0,0,0,0.0,0.1,100.0
2026-08-10,Health ร้านค้าเฉพาะทาง,1,1799.0,1799.0,40.0,1,,0,0,0,0.0,0.1,100.0
2026-08-10,Beauty and The Best KK,1,155.0,155.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-10,GMMOShopping,1,195.0,195.0,70.0,1,4.5,2,26,0,0.0,0.1,100.0
2026-08-10,健之护药店,1,1500.0,1500.0,0.0,0,,0,0,0,0.0,0.1,0.0
