date,platform,item_id,sku_id,product_name,brand_name,brand_raw,seller_name,seller_id,category,subcategory,platform_category_ids,retail_price,promo_price,discount_pct,currency,units_sold,units_sold_raw,rating,review_count,in_stock,is_sponsored,location,url,query_bucket,collected_at,prev_date,prev_promo,prev_retail,promo_change,promo_change_pct,discount_pct_change,units_sold_delta,prev_sku_id,variant_changed
2026-08-23,lazada,16150423752,127146828151,โปรไบโอติกสตรี 120 พันล้าน CFU พร้อมพรีไบโอติกและเอนไซม์ย่อยอาหารเพื่อสุขภาพลําไส้,Unbranded,No Brand,WellOrigin,101317008540,Supplements,Multivitamins,10100869|4087|8977|6966,600.0,296.0,50.7,THB,18.0,18 ชิ้น,5.0,15,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16150423752.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,2026-08-20,296.0,600.0,0.0,0.0,0.0,0.0,127146828151,no
2026-08-23,lazada,16150603220,127133881068,"Multivitamin และ Mineral Capsules พร้อมวิตามิน B12, D3 และ K2 เพื่อเพิ่มพลังงานและการเผาผลาญ",Unbranded,No Brand,WellOrigin,101317008540,Supplements,Multivitamins,10100869|4087|8977|6966,600.0,295.0,50.8,THB,,,,0,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16150603220.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16150982898,127146646276,ผลิตภัณฑ์เสริมอาหารโปรไบโอติกส์ ไดทีอา | 120 แคปซูลวีแกน 60 พันล้าน CFU มีพรีไบโอติกส์ ช่วยลดอาการท้องอืด ส่งเสริมการขับถ่ายเป็นปกติ,Daitea,Daitea,Elysian Epoch,100612192290,Supplements,All Probiotic (search),10100869|4087|8977|8982,327.36,142.4,56.5,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16150982898.html,catalog|probiotic,2026-08-23T22:28:16,2026-08-20,140.32,327.36,2.08,1.5,-0.6,,127146646276,no
2026-08-23,lazada,16151038079,127133175794,Didacat Women's Probiotics 100 Billion CFU 120 แคปซูล | 31 สายพันธุ์ เสริมด้วยแครนเบอร์รี่และดี-แมนโนส เพื่อสุขภาพช่องคลอดและลําไส้ของผู้หญิง,Didacat,Didacat,Serendipity Soiree,100611616288,Supplements,Digestive Care,10100869|4087|8977|8982,329.7,143.42,56.5,THB,8.0,8 ชิ้น,4.0,1,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16151038079.html,"shop-digestion-and-absorption|probiotic,catalog|probiotic",2026-08-23T22:28:16,2026-08-20,140.12,329.7,3.3,2.4,-1.0,0.0,127133175794,no
2026-08-23,lazada,16151156277,127146940243,GPGP GreenPeople โพรไบโอติกออร์แกนิก 100 พันล้าน CFU ผสมพรีไบโอติกและเอนไซม์ย่อยอาหาร ช่วยปรับระบบย่อยอาหาร สุขภาพลําไส้ สําหรับผู้หญิงและผู้ชาย,GPGP GreenPeople,GPGP GreenPeople,Mabefy Store,100340864878,Supplements,Digestive Care,10100869|4087|8977|8982,200.0,159.0,20.5,THB,147.0,147 ชิ้น,4.95,44,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16151156277.html,"shop-digestion-and-absorption|probiotic,shop-digestion-and-absorption|โพรไบโอติก,catalog|probiotic",2026-08-23T22:28:16,2026-08-20,143.1,200.0,15.9,11.1,-8.0,3.0,127146940243,no
2026-08-23,lazada,16151715736,127137123878,Mega We Care A B Pre&Pro 10 sachet เมก้าวีแคร์ เอ บี พรีแอนด์โพร 10 ซอง Prebiotic + Probiotic,Mega We Care,Mega We Care,MEGA PHARM CARE,100190544413,Supplements,Immunity,10100869|4087|8977|8987,270.0,270.0,0.0,THB,7.0,7 ชิ้น,5.0,1,yes,no,พิษณุโลก,https://www.lazada.co.th/products/pdp-i16151715736.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,270.0,270.0,0.0,0.0,0.0,0.0,127137123878,no
2026-08-23,lazada,16151763491,127150188187,NATURE DREAM W probiotics / Lacto 19 Probiotics / Lactoferrin Lactobacillus โพรไบโอติกส์,Unbranded,No Brand,Korea Trading,4465,Supplements,Digestive Care,10100869|4087|8977|8982,290.0,165.0,43.1,THB,39.0,39 ชิ้น,5.0,6,yes,no,ราชบุรี,https://www.lazada.co.th/products/pdp-i16151763491.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-20,165.0,290.0,0.0,0.0,0.0,2.0,127150188187,no
2026-08-23,lazada,16151861665,127150564038,Meta BiO Probiotic พรีไบโอติก + โพรไบโอติก 30 แคปซูล,Dr.Olivia,Dr.Olivia,สวยสตอรี่ย์ by อุ๋ม Olivia,100521216615,Supplements,Immunity,10100869|4087|8977|8987,8970.0,8970.0,0.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16151861665.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-16,8970.0,8970.0,0.0,0.0,0.0,,127150564038,no
2026-08-23,lazada,16151949785,127137841468,การันตีของแท้100%✨ NATURE DREAM W Probiotics / Lacto 19 Probiotics / Lactoferrin & Lactobacillus (1กล่องมี30ซอง) โพรไบโอติกส์ แลคโตบาซิลลัส,Unbranded,No Brand,Chidlom24,100180035534,Supplements,Well Being Sets,10100869|4087|8977|6971,390.0,165.0,57.7,THB,12.0,12 ชิ้น,5.0,3,yes,no,ราชบุรี,https://www.lazada.co.th/products/pdp-i16151949785.html,shop-well-being-sets|probiotic,2026-08-23T22:28:16,2026-08-20,165.0,390.0,0.0,0.0,0.0,0.0,127137841468,no
2026-08-23,lazada,16153328092,127139449418,"พร้อมส่ง โพรไบโอติกส์ สําหรับผู้หญิง, California Gold Nutrition, Women's Probiotics 20 Billion CFU 60 Capsules",Premium,Premium,AppBEW,100208901806,Supplements,Multivitamins,10100869|4087|8977|6966,4576.0,2290.0,50.0,THB,,,,0,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16153328092.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,2026-08-20,2290.0,4576.0,0.0,0.0,0.0,,127139449418,no
2026-08-23,lazada,16153509289,127142209744,"พร้อมส่ง!!️ของแท้✨ Nutra-Life Probiotica High Potency 50, 60 Capsules วิตามินโพรไบโอติกส์สูตรเข้มข้น จากออสเตรเลีย​ 🇦🇺",Unbranded,No Brand,ออสซี่บริทยูเอส,101486256130,Supplements,Immunity,10100869|4087|8977|8987,3590.0,1360.0,62.1,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16153509289.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-17,1360.0,3590.0,0.0,0.0,0.0,,127142209744,no
2026-08-23,lazada,16156141348,127163116061,[โปร 1 แพ็ค] BioActive+ TriBiotic28 มากกว่า โพรไบโอติกส์ จุลินทรีย์รวม 28 ชนิด 15 ซอง,BioActive+,BioActive+,BioActive Brand,101138592799,Supplements,Well Being Sets,10100869|4087|8977|6971,890.0,690.0,22.5,THB,41.0,41 ชิ้น,5.0,13,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16156141348.html,shop-well-being-sets|probiotic,2026-08-23T22:28:16,2026-08-16,690.0,890.0,0.0,0.0,0.0,2.0,127163116061,no
2026-08-23,lazada,16156264917,127148709685,BAT TOX PROBIOTIC แบท ท็อกซ์ โพรไบโอติก 10 สายพันธุ์,Unbranded,No Brand,JDn3HnLV,101314448267,Supplements,Detoxification,10100869|4087|8977|8989,1235.0,1111.5,10.0,THB,,,,0,yes,no,นครราชสีมา,https://www.lazada.co.th/products/pdp-i16156264917.html,shop-liver-detox|probiotic,2026-08-23T22:28:16,2026-08-20,1111.5,1235.0,0.0,0.0,0.0,,127148709685,no
2026-08-23,lazada,16156882304,127163534237,[1 ขวด] โปรไบโอติก พลัส เอ็กซ์เซร่า Probiotic plus Axera โปรไบโอติก อินูลิน Inulin FOS GOS โพรไบโอติก โปรไบโอติกส์ โพรไบโอติกส์ พรีไบโอติก Prebiotic โปรไบโอติกพลัส,Unbranded,No Brand,Axera,100017673,Supplements,All Probiotic (search),10100869|4087|8977|8982,360.0,139.0,61.4,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16156882304.html,catalog|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16157229901,127166722826,อาหารเสริม supplement วิตามิน vitamin Plantae Essential Vitamins,Plantae,Plantae,LovePlant_Shop,100231578517,Supplements,Multivitamins,10100869|4087|8977|6966,2100.0,990.0,52.9,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16157229901.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,2026-08-20,990.0,2100.0,0.0,0.0,0.0,,127166722826,no
2026-08-23,lazada,16158625222,127171252676,Muscle Pharm Essentials Multi-V+ 90 Tablets วิตามินรวมสําหรับนักกีฬา เพิ่มพลังงาน ประสิทธิภาพ และสุขภาพ วิตามินรวมสําหรับผู้ชายและผู้หญิง รับประทานทุกวัน พร้อมแร่ธาตุและโปรไบโอติกส์,Muscle Pharm,Muscle Pharm,TOPFIT,100190196571,Supplements,Multivitamins,10100869|4087|8977|6966,1564.5,1040.0,33.5,THB,,,,0,yes,no,เชียงราย,https://www.lazada.co.th/products/pdp-i16158625222.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16158868411,127169250470,Double Wood โปรไบโอติกสําหรับผู้หญิง ป้องกันการติดเชื้อแบคทีเรียในช่องคลอดและการติดเชื้อยีสต์ 120 แคปซูล,Unbranded,No Brand,Herbal Haven,101229440371,Supplements,Women's Health,10100869|4087|8977|8995,996.0,466.0,53.2,THB,17.0,17 ชิ้น,5.0,17,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16158868411.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-10,432.58,996.0,33.42,7.7,-3.4,0.0,127169250470,no
2026-08-23,lazada,16160368429,127161423873,NORDIC Probiotics Softgels เพื่อสุขภาพระบบย่อยอาหารที่ดี ปรับสมดุลจุลินทรีย์ในลําไส้ บรรเทาอาการท้องผูก,Unbranded,Nobrand,WellOrigin,101317008540,Supplements,All Probiotic (search),10100869|4087|8977|8982,500.0,243.0,51.4,THB,,,,0,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16160368429.html,catalog|probiotic,2026-08-23T22:28:16,2026-08-14,243.0,500.0,0.0,0.0,0.0,,127161423873,no
2026-08-23,lazada,16160468309,127161717370,Nature Made Probiotics Softgels ควบคุมสมดุล ของพืชในลําไส้และช่วยปรับปรุงการย่อยอาหาร,Unbranded,Nobrand,WellOrigin,101317008540,Supplements,Digestive Care,10100869|4087|8977|8982,500.0,240.0,52.0,THB,17.0,17 ชิ้น,,0,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16160468309.html,shop-digestion-and-absorption|probiotic,2026-08-23T22:28:16,2026-08-20,240.0,500.0,0.0,0.0,0.0,0.0,127161717370,no
2026-08-23,lazada,16162235397,127190068890,LactoDay Synbiotic - Probiotics + Probiotics 4 Coating 10 billion CFU 30sachet/box,Unbranded,No Brand,TCLUBHEALTH,100239846479,Supplements,Immunity,10100869|4087|8977|8987,1390.0,1390.0,0.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16162235397.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,1390.0,1390.0,0.0,0.0,0.0,,127190068890,no
2026-08-23,lazada,16162339039,127190388428,Fahsai Fiber { 2 ห่อใหญ่ } ฟ้าใส ไฟเบอร์ โพรไบโอติกส์ ไฟเบอร์ผัก หอม ดื่มง่าย(1 ห่อ 30 ซอง),Unbranded,No Brand,Enjoy-Coffee-shop,100389264707,Supplements,Digestive Care,10100869|4087|8977|8982,399.0,169.0,57.6,THB,8.0,8 ชิ้น,5.0,1,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16162339039.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-20,169.0,399.0,0.0,0.0,0.0,0.0,127190388428,no
2026-08-23,lazada,16162722491,127176497008,Fearathe Women's 50+ Multivitamin คือผลิตภัณฑ์เสริมวิตามินที่ออกแบบมาโดยเฉพาะสําหรับผู้หญิงที่มีอายุ 50 ปีขึ้นไป,Fearathe,Fearathe,Melody bookshop,1000023847,Supplements,Multivitamins,10100869|4087|8977|6966,349.4,143.25,59.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16162722491.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16162782368,127189816983,Bcuelov วิตามินบี B12 B1 B2 B3 B5 B6 ช่วยให้ระบบภูมิคุ้มกันมีอารมณ์ดีขึ้น สุขภาพระบบประสาท และการเผาผลาญพลังงาน,Bcuelov,Bcuelov,Melody bookshop,1000023847,Supplements,Multivitamins,10100869|4087|8977|6966,351.4,144.07,59.0,THB,,,4.0,1,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16162782368.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,2026-08-20,144.07,351.4,0.0,0.0,0.0,,127189816983,no
2026-08-23,lazada,16162868839,127178855975,￼แท้ ✅ Fahsai Fiber 1 ห่อ ฟ้าใส ไฟเบอร์ โพรไบโอติกส์ ไฟเบอร์ผัก หอม ดื่มง่าย 1 ห่อ 30 ซอง,Unbranded,No Brand,Enjoy-Coffee-shop,100389264707,Supplements,Digestive Care,10100869|4087|8977|8982,199.0,85.0,57.3,THB,9.0,9 ชิ้น,5.0,1,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16162868839.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-20,85.0,199.0,0.0,0.0,0.0,2.0,127178855975,no
2026-08-23,lazada,16162958315,127178915491,พิเศษ { 3 ห่อ } Fahsai Fiber ฟ้าใส ไฟเบอร์ โพรไบโอติกส์ ไฟเบอร์ผัก หอม ดื่มง่าย(1 ห่อ 30 ซอง),Unbranded,No Brand,Enjoy-Coffee-shop,100389264707,Supplements,Digestive Care,10100869|4087|8977|8982,599.0,247.0,58.8,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16162958315.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-18,247.0,599.0,0.0,0.0,0.0,,127178915491,no
2026-08-23,lazada,16164309683,127198104454,อารยา โพรไบโอติก ไอยา บาลานซ์ Araya Probiotic Aya Balance ( 1 ห่อ บรรจุ 15 ซอง ),Araya,Araya,678beautyshop,1000265723,Supplements,Immunity,10100869|4087|8977|8987,290.0,165.0,43.1,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16164309683.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,165.0,290.0,0.0,0.0,0.0,,127198104454,no
2026-08-23,lazada,16164623117,127185059406,MSP Miracle Vageen เอ็มเอสพี มิราเคิล วาจีน [30 แคปซูล] โปรไบโอติก Probiotic ดูแล จุดซ่อนเร้น,MSP,MSP,Noracosmetic,1000385347,Supplements,Women's Health,10100869|4087|8977|8995,620.0,408.0,34.2,THB,,,,0,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16164623117.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,408.0,620.0,0.0,0.0,0.0,,127185059406,no
2026-08-23,lazada,16164792995,127183237399,ใหม่❗️ฟ้าใส ไฟเบอร์ 2 ห่อใหญ่ Fahsai Fiber โพรไบโอติกส์ ไฟเบอร์ผัก 1 ห่อ 30 ซอง,Unbranded,No Brand,Coffee-shop8888,100536944079,Supplements,Digestive Care,10100869|4087|8977|8982,399.0,165.0,58.6,THB,7.0,7 ชิ้น,5.0,2,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16164792995.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-20,165.0,399.0,0.0,0.0,0.0,0.0,127183237399,no
2026-08-23,lazada,16165376740,127198670859,MSP Miracle Vageen เอ็มเอสพี มิราเคิล วาจีน [30 แคปซูล] โปรไบโอติก Probiotic ดูแล จุดซ่อนเร้น,MSP,MSP,HealthExpress,100178799835,Supplements,Women's Health,10100869|4087|8977|8995,699.0,394.0,43.6,THB,,,,0,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16165376740.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,394.0,699.0,0.0,0.0,0.0,,127198670859,no
2026-08-23,lazada,16165408066,127185037067,MSP Miracle Vageen เอ็มเอสพี มิราเคิล วาจีน [30 แคปซูล] โปรไบโอติก Probiotic ดูแล จุดซ่อนเร้น [THP เดิม],MSP,MSP,Bestpricepricevitamin,1599,Supplements,Women's Health,10100869|4087|8977|8995,620.0,408.0,34.2,THB,,,5.0,1,yes,no,ปทุมธานี,https://www.lazada.co.th/products/pdp-i16165408066.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,408.0,620.0,0.0,0.0,0.0,,127185037067,no
2026-08-23,lazada,16165517228,127202116362,Holista Wiss Probiotic อาหารเสริมโพรไบโอติก กล่องละ 15 ซอง,Holista,Holista,NUMBER4,1000034525,Supplements,Well Being Sets,10100869|4087|8977|6971,2970.0,2970.0,0.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16165517228.html,shop-well-being-sets|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16165609351,127202154390,Holista Wiss Probiotic อาหารเสริมโพรไบโอติก 2 กล่อง กล่องละ 15 ซอง,Holista,Holista,NUMBER4,1000034525,Supplements,Well Being Sets,10100869|4087|8977|6971,1980.0,1980.0,0.0,THB,,,5.0,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16165609351.html,shop-well-being-sets|probiotic,2026-08-23T22:28:16,2026-08-20,1980.0,1980.0,0.0,0.0,0.0,,127202154390,no
2026-08-23,lazada,16165614551,127186443016,โพรไบโอติกส์จากเกาหลี ช่วยปรับสมดุลลําไส้ NATURE DREAM Lacto 19 Probiotics,Unbranded,No Brand,Marukojang,100444864066,Supplements,Detoxification,10100869|4087|8977|8989,149.0,149.0,0.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16165614551.html,shop-liver-detox|probiotic,2026-08-23T22:28:16,2026-08-20,149.0,149.0,0.0,0.0,0.0,,127186443016,no
2026-08-23,lazada,16166340074,127202128619,Holista Wiss Probiotic อาหารเสริมโพรไบโอติก 3 กล่อง กล่องละ 15 ซอง,Holista,Holista,NUMBER4,1000034525,Supplements,Well Being Sets,10100869|4087|8977|6971,2970.0,2970.0,0.0,THB,,,5.0,1,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16166340074.html,shop-well-being-sets|probiotic,2026-08-23T22:28:16,2026-08-20,2970.0,2970.0,0.0,0.0,0.0,,127202128619,no
2026-08-23,lazada,16166387641,127193513018,艾莉博士女性闪溶益生菌2000亿身体充能焕活腮红肌维稳花园正品Dr. Ellie Women’s Flash Dissolve Probiotics 200020260331,Unbranded,No Brand,Mouth Travel,101371888720,Supplements,Women's Health,10100869|4087|8977|8995,1000.0,673.54,32.6,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16166387641.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-16,673.54,1000.0,0.0,0.0,0.0,,127193513018,no
2026-08-23,lazada,16166527960,127208350102,淘淘好物!速发!益生菌冻干粉男女便肠调固体冲剂活性胃益生菌理蛋白官方旗舰店Probiotics freeze-dried powder for men and women stool intestinal adjustment solid granulevl,Unbranded,No Brand,Mouth Travel,101371888720,Supplements,All Probiotic (search),10100869|4087|8977|8982,156.0,103.16,33.9,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16166527960.html,catalog|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16166671929,127194523019,热卖!德国益生菌无糖500片道通排理胃化稀臭泻German Probiotic Sugar-Free 500 Tablets for Digestive Regulation and Relieving Diarrhea,Unbranded,No Brand,Mouth Travel,101371888720,Supplements,Digestive Care,10100869|4087|8977|8982,220.0,146.41,33.5,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16166671929.html,shop-digestion-and-absorption|probiotic,2026-08-23T22:28:16,2026-08-17,146.41,220.0,0.0,0.0,0.0,,127194523019,no
2026-08-23,lazada,16167260686,127208258626,五谷磨房湿旡踪五指毛桃茯苓益生元祛湿粉健康早餐薏米粉去湿气Wugu Mofang Moisture-Free Five-Fingered Peach & Poria Cocos Probiotics百味食品店,Unbranded,No Brand,Mouth Travel,101371888720,Supplements,Detoxification,10100869|4087|8977|8989,5372.0,3628.14,32.5,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16167260686.html,shop-liver-detox|probiotic,2026-08-23T22:28:16,2026-08-20,3628.14,5372.0,0.0,0.0,0.0,,127208258626,no
2026-08-23,lazada,16167314044,127208222293,Probiotic powder 【2123次回购】万亿活菌100条调节消化肠胃道益生菌冻干粉成人老人全家益生菌盒2/22,Unbranded,No Brand,Mouth Travel,101371888720,Supplements,All Probiotic (search),10100869|4087|8977|8982,151.0,99.78,33.9,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16167314044.html,catalog|probiotic,2026-08-23T22:28:16,2026-08-15,99.78,151.0,0.0,0.0,0.0,,127208222293,no
2026-08-23,lazada,16167320622,127194453794,【】 {買3送1} 100粒/瓶 50g 丁济堂 蔓越莓益生菌 改善尿频 尿痛 排菌 除异味 呵护健康 女性私密保养 Cranberry Probiotic improve urination painful care for healthy,Unbranded,No Brand,Mouth Travel,101371888720,Supplements,Women's Health,10100869|4087|8977|8995,222.0,147.77,33.4,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16167320622.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-16,147.77,222.0,0.0,0.0,0.0,,127194453794,no
2026-08-23,lazada,16167338079,127194199577,Conba Cranberry Lactobacillus 60 Tablets Women's Probiotics康恩贝蔓越莓乳酸菌60片女性益生菌平衡花园菌群调理呵护泌尿舒畅3.5,Unbranded,No Brand,Mouth Travel,101371888720,Supplements,Women's Health,10100869|4087|8977|8995,835.0,562.04,32.7,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16167338079.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-16,562.04,835.0,0.0,0.0,0.0,,127194199577,no
2026-08-23,lazada,16167338152,127194257552,欧敏力OMNi-BiOTiCHETOX肝脏益生菌熬夜应酬户肝养肝小脂肝肝脂肪Ou Minli OMNi-BiOTiCH20260306,Unbranded,No Brand,Mouth Travel,101371888720,Supplements,Detoxification,10100869|4087|8977|8989,15483.0,10461.15,32.4,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16167338152.html,shop-liver-detox|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16167346106,127208284102,"热卖中/九芝堂活益生菌固体饮料老人学生便秘肠胃复合益生菌粉冻干粉Jiuzhitang Active Probiotic Solid Drink for Elderly and Students, Constipation Relief, Gastrointestinal Compound Prob",Unbranded,No Brand,Mouth Travel,101371888720,Supplements,All Probiotic (search),10100869|4087|8977|8982,500.0,324.74,35.1,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16167346106.html,catalog|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16167356977,127208660933,[โปร 2 แพ็ค] BioActive+ TriBiotic28 มากกว่า โพรไบโอติกส์ จุลินทรีย์รวม 28 ชนิด 30 ซอง,BioActive+,BioActive+,BioActive Brand,101138592799,Supplements,Well Being Sets,10100869|4087|8977|6971,1780.0,1310.0,26.4,THB,161.0,161 ชิ้น,5.0,52,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16167356977.html,shop-well-being-sets|probiotic,2026-08-23T22:28:16,2026-08-16,1310.0,1780.0,0.0,0.0,0.0,5.0,127208660933,no
2026-08-23,lazada,16167360514,127208508114,好物推荐金蔬维小蓝瓶b420益生菌活菌益生元菌全家菌即食官方旗舰店正品秒发,Unbranded,No Brand,Mouth Travel,101371888720,Supplements,Multivitamins,10100869|4087|8977|6966,262.0,174.8,33.3,THB,,,,0,yes,no,,https://www.lazada.co.th/products/pdp-i16167360514.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16169268561,127216870927,(เติมสต๊อกวันที่ 20) (สินค้าขายดี) Donutt โทเทิล ไฟบิลี่ พลัส โพรไบโอติกส์ 10 ซอง/กล่อง,Donutt,Donutt,beautera.store,101486432760,Supplements,Digestive Care,10100869|4087|8977|8982,329.0,129.0,60.8,THB,34.0,34 ชิ้น,5.0,1,yes,no,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i16169268561.html,"shop-digestion-and-absorption|probiotic,shop-digestion-and-absorption|โพรไบโอติก",2026-08-23T22:28:16,2026-08-18,129.0,329.0,0.0,0.0,0.0,7.0,127216870927,no
2026-08-23,lazada,16169609506,127207345902,Maxxflow Probiotics Jelly (แม็กซ์โฟลว์ โปรไบโอติกส์ เยลลี่ BC30 ) Maxxlife 7 ซอง,MaxxLife,MaxxLife,MaxxLife,100519104050,Supplements,All Probiotic (search),10100869|4087|8977|8982,3540.0,2190.0,38.1,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16169609506.html,catalog|probiotic,2026-08-23T22:28:16,2026-08-17,2190.0,3540.0,0.0,0.0,0.0,,127207345902,no
2026-08-23,lazada,16173449577,127239174583,(พร้อมส่ง) Estrix เอสทริกซ์ ตัวช่วยดูแลการขับถ่าย และสมดุลลําไส้ 9 กล่อง รวมโปรไบโอติกส์ที่เหมาะสําหรับผู้ที่ต้องการดูแลระบบขับถ่ายเป็นประจํา,Bonback,Bonback,Olise Store,101128272192,Supplements,Digestive Care,10100869|4087|8977|8982,3510.0,999.0,71.5,THB,,,5.0,1,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16173449577.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-14,969.0,3510.0,30.0,3.1,-0.9,,127239174583,no
2026-08-23,lazada,16173504594,127236178957,รี เอ็กซ์เอส ดร.ของขวัญ คลีนลําไส้ ปรับสมดุลลําไส้ 3 ซองต่อ 1แถม1 กล่อง ราคา 690 บาท,Unbranded,No Brand,ขายของดี_1688,100164848,Supplements,Detoxification,10100869|4087|8977|8989,1350.0,1350.0,0.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16173504594.html,shop-liver-detox|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16173524984,127236888121,พร้อมส่ง 21st Century Cranberry Plus Probiotic 60 Tablets บํารุงตา สายตา แครนเบอรี่ และโปรไบโอติก,21st Century,21st Century,Healthiest Warehouse,101430848422,Supplements,Multivitamins,10100869|4087|8977|6966,740.0,740.0,0.0,THB,,,,0,yes,no,นนทบุรี,https://www.lazada.co.th/products/pdp-i16173524984.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,2026-08-20,740.0,740.0,0.0,0.0,0.0,,127236888121,no
